gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,conm,curcdq,datacqtr,datafqtr,cshoq,xrdq,costat,prccq,gsubind
019802,2019/06/30,2019,2,INDL,C,D,STD,RIMINI STREET INC,USD,2019Q2,2019Q2,66.3870,,A,5.3000,45103010
019802,2019/09/30,2019,3,INDL,C,D,STD,RIMINI STREET INC,USD,2019Q3,2019Q3,67.1090,,A,4.3800,45103010
019802,2019/12/31,2019,4,INDL,C,D,STD,RIMINI STREET INC,USD,2019Q4,2019Q4,67.5030,,A,3.8800,45103010
019802,2020/03/31,2020,1,INDL,C,D,STD,RIMINI STREET INC,USD,2020Q1,2020Q1,68.0320,,A,4.0900,45103010
019802,2020/06/30,2020,2,INDL,C,D,STD,RIMINI STREET INC,USD,2020Q2,2020Q2,68.5300,,A,5.1500,45103010
019802,2020/09/30,2020,3,INDL,C,D,STD,RIMINI STREET INC,USD,2020Q3,2020Q3,76.2070,,A,3.2200,45103010
019802,2020/12/31,2020,4,INDL,C,D,STD,RIMINI STREET INC,USD,2020Q4,2020Q4,76.4060,,A,4.4300,45103010
019802,2021/03/31,2021,1,INDL,C,D,STD,RIMINI STREET INC,USD,2021Q1,2021Q1,85.1400,,A,8.9700,45103010
019802,2021/06/30,2021,2,INDL,C,D,STD,RIMINI STREET INC,USD,2021Q2,2021Q2,85.7040,,A,6.1600,45103010
019802,2021/09/30,2021,3,INDL,C,D,STD,RIMINI STREET INC,USD,2021Q3,2021Q3,86.6580,,A,9.6500,45103010
019849,2019/03/31,2019,1,INDL,C,D,STD,A10 NETWORKS INC,USD,2019Q1,2019Q1,75.1830,16.1660,A,7.0900,45103020
019849,2019/06/30,2019,2,INDL,C,D,STD,A10 NETWORKS INC,USD,2019Q2,2019Q2,76.0820,14.6170,A,6.8200,45103020
019849,2019/09/30,2019,3,INDL,C,D,STD,A10 NETWORKS INC,USD,2019Q3,2019Q3,76.7440,15.7840,A,6.9400,45103020
019849,2019/12/31,2019,4,INDL,C,D,STD,A10 NETWORKS INC,USD,2019Q4,2019Q4,77.5800,15.2570,A,6.8700,45103020
019849,2020/03/31,2020,1,INDL,C,D,STD,A10 NETWORKS INC,USD,2020Q1,2020Q1,78.7100,15.3150,A,6.2100,45103020
019849,2020/06/30,2020,2,INDL,C,D,STD,A10 NETWORKS INC,USD,2020Q2,2020Q2,77.5190,13.4500,A,6.8100,45103020
019849,2020/09/30,2020,3,INDL,C,D,STD,A10 NETWORKS INC,USD,2020Q3,2020Q3,78.4870,13.6940,A,6.3700,45103020
019849,2020/12/31,2020,4,INDL,C,D,STD,A10 NETWORKS INC,USD,2020Q4,2020Q4,76.3460,15.6040,A,9.8600,45103020
019849,2021/03/31,2021,1,INDL,C,D,STD,A10 NETWORKS INC,USD,2021Q1,2021Q1,77.1020,13.9810,A,9.6100,45103020
019849,2021/06/30,2021,2,INDL,C,D,STD,A10 NETWORKS INC,USD,2021Q2,2021Q2,76.5540,13.4910,A,11.2600,45103020
019849,2021/09/30,2021,3,INDL,C,D,STD,A10 NETWORKS INC,USD,2021Q3,2021Q3,77.5080,13.5780,A,13.4800,45103020
019877,2019/03/31,2019,1,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2019Q1,2019Q1,44.1160,17.6570,A,69.2600,45103010
019877,2019/06/30,2019,2,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2019Q2,2019Q2,47.5700,19.1180,A,76.3600,45103010
019877,2019/09/30,2019,3,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2019Q3,2019Q3,48.1100,19.6170,A,78.8700,45103010
019877,2019/12/31,2019,4,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2019Q4,2019Q4,48.3860,19.8810,A,81.0800,45103010
019877,2020/03/31,2020,1,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2020Q1,2020Q1,48.9630,24.9580,A,59.0600,45103010
019877,2020/06/30,2020,2,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2020Q2,2020Q2,53.4330,23.6420,A,85.7900,45103010
019877,2020/09/30,2020,3,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2020Q3,2020Q3,53.8720,23.5680,A,91.2600,45103010
019877,2020/12/31,2020,4,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2020Q4,2020Q4,55.5620,25.2130,A,126.5300,45103010
019877,2021/03/31,2021,1,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2021Q1,2021Q1,56.2800,26.7950,A,100.2000,45103010
019877,2021/06/30,2021,2,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2021Q2,2021Q2,56.4640,29.4290,A,102.5800,45103010
019877,2021/09/30,2021,3,INDL,C,D,STD,Q2 HOLDINGS INC,USD,2021Q3,2021Q3,56.8160,30.7630,A,80.1400,45103010
019908,2019/03/31,2019,1,INDL,C,D,STD,FIVE9 INC,USD,2019Q1,2019Q1,59.6370,10.5460,A,52.8300,45103010
019908,2019/06/30,2019,2,INDL,C,D,STD,FIVE9 INC,USD,2019Q2,2019Q2,60.6190,10.8110,A,51.2900,45103010
019908,2019/09/30,2019,3,INDL,C,D,STD,FIVE9 INC,USD,2019Q3,2019Q3,61.0560,11.6650,A,53.7400,45103010
019908,2019/12/31,2019,4,INDL,C,D,STD,FIVE9 INC,USD,2019Q4,2019Q4,61.5440,12.1680,A,65.5800,45103010
019908,2020/03/31,2020,1,INDL,C,D,STD,FIVE9 INC,USD,2020Q1,2020Q1,61.9920,15.1890,A,76.4600,45103010
019908,2020/06/30,2020,2,INDL,C,D,STD,FIVE9 INC,USD,2020Q2,2020Q2,65.2960,17.2080,A,110.6700,45103010
019908,2020/09/30,2020,3,INDL,C,D,STD,FIVE9 INC,USD,2020Q3,2020Q3,65.7900,17.6740,A,129.6800,45103010
019908,2020/12/31,2020,4,INDL,C,D,STD,FIVE9 INC,USD,2020Q4,2020Q4,66.4800,18.6760,A,174.4000,45103010
019908,2021/03/31,2021,1,INDL,C,D,STD,FIVE9 INC,USD,2021Q1,2021Q1,67.0290,22.1210,A,156.3300,45103010
019908,2021/06/30,2021,2,INDL,C,D,STD,FIVE9 INC,USD,2021Q2,2021Q2,67.6840,24.6480,A,183.3900,45103010
019908,2021/09/30,2021,3,INDL,C,D,STD,FIVE9 INC,USD,2021Q3,2021Q3,68.0340,29.6800,A,159.7400,45103010
020088,2019/01/31,2018,4,INDL,C,D,STD,BOX INC,USD,2018Q4,2018Q4,141.2580,41.3620,A,20.9200,45103010
020088,2019/04/30,2019,1,INDL,C,D,STD,BOX INC,USD,2019Q1,2019Q1,143.4440,46.2440,A,20.6200,45103010
020088,2019/07/31,2019,2,INDL,C,D,STD,BOX INC,USD,2019Q2,2019Q2,144.6690,49.6930,A,16.5400,45103010
020088,2019/10/31,2019,3,INDL,C,D,STD,BOX INC,USD,2019Q3,2019Q3,146.4250,50.6520,A,16.9200,45103010
020088,2020/01/31,2019,4,INDL,C,D,STD,BOX INC,USD,2019Q4,2019Q4,147.5580,53.1610,A,15.0300,45103010
020088,2020/04/30,2020,1,INDL,C,D,STD,BOX INC,USD,2020Q1,2020Q1,150.3930,53.1140,A,16.1400,45103010
020088,2020/07/31,2020,2,INDL,C,D,STD,BOX INC,USD,2020Q2,2020Q2,153.3460,50.1150,A,17.9500,45103010
020088,2020/10/31,2020,3,INDL,C,D,STD,BOX INC,USD,2020Q3,2020Q3,155.5900,49.4540,A,15.5000,45103010
020088,2021/01/31,2020,4,INDL,C,D,STD,BOX INC,USD,2020Q4,2020Q4,156.7980,48.5790,A,17.3400,45103010
020088,2021/04/30,2021,1,INDL,C,D,STD,BOX INC,USD,2021Q1,2021Q1,159.7090,50.8590,A,21.3000,45103010
020088,2021/07/31,2021,2,INDL,C,D,STD,BOX INC,USD,2021Q2,2021Q2,149.6070,52.7220,A,23.9200,45103010
020088,2021/10/31,2021,3,INDL,C,D,STD,BOX INC,USD,2021Q3,2021Q3,149.0100,55.8370,A,25.8300,45103010
020116,2019/03/31,2019,1,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2019Q1,2019Q1,57.4470,18.4890,A,189.1300,45103010
020116,2019/06/30,2019,2,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2019Q2,2019Q2,57.6290,16.7750,A,226.7200,45103010
020116,2019/09/30,2019,3,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2019Q3,2019Q3,57.6570,19.6050,A,209.4900,45103010
020116,2019/12/31,2019,4,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2019Q4,2019Q4,57.6600,18.2110,A,264.7600,45103010
020116,2020/03/31,2020,1,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2020Q1,2020Q1,57.6220,21.6210,A,202.0100,45103010
020116,2020/06/30,2020,2,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2020Q2,2020Q2,57.5880,21.7780,A,309.7300,45103010
020116,2020/09/30,2020,3,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2020Q3,2020Q3,57.6050,21.7720,A,311.3000,45103010
020116,2020/12/31,2020,4,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2020Q4,2020Q4,57.7390,25.0730,A,452.2500,45103010
020116,2021/03/31,2021,1,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2021Q1,2021Q1,57.7410,24.7110,A,370.0600,45103010
020116,2021/06/30,2021,2,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2021Q2,2021Q2,57.9180,28.2240,A,363.4700,45103010
020116,2021/09/30,2021,3,INDL,C,D,STD,PAYCOM SOFTWARE INC,USD,2021Q3,2021Q3,57.9970,31.0770,A,495.7500,45103010
020128,2019/03/31,2019,1,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2019Q1,2019Q1,143.3340,29.3440,A,6.4200,45103010
020128,2019/06/30,2019,2,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2019Q2,2019Q2,143.3340,30.1140,A,3.5500,45103010
020128,2019/09/30,2019,3,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2019Q3,2019Q3,136.3070,29.2130,A,3.5800,45103010
020128,2019/12/31,2019,4,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2019Q4,2019Q4,137.8000,24.4020,A,3.6300,45103010
020128,2020/03/31,2020,1,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2020Q1,2020Q1,139.3070,20.1340,A,2.0900,45103010
020128,2020/06/30,2020,2,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2020Q2,2020Q2,139.8070,17.7510,A,1.7200,45103010
020128,2020/09/30,2020,3,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2020Q3,2020Q3,139.8070,18.8480,A,2.0600,45103010
020128,2020/12/31,2020,4,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2020Q4,2020Q4,142.7610,12.5300,A,1.8000,45103010
020128,2021/03/31,2021,1,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2021Q1,2021Q1,140.3070,11.1790,A,2.2500,45103010
020128,2021/06/30,2021,2,INDL,C,D,STD,CHEETAH MOBILE INC  -ADR,USD,2021Q2,2021Q2,140.3070,7.4880,A,2.3700,45103010
020129,2019/03/31,2019,1,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2019Q1,2019Q1,47.3250,6.3820,A,15.7400,45103010
020129,2019/06/30,2019,2,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2019Q2,2019Q2,47.3250,7.0300,A,19.5200,45103010
020129,2019/09/30,2019,3,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2019Q3,2019Q3,47.3250,5.5730,A,18.4800,45103010
020129,2019/12/31,2019,4,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2019Q4,2019Q4,53.1730,7.2160,A,18.3100,45103010
020129,2020/03/31,2020,1,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2020Q1,2020Q1,53.1730,7.1720,A,18.5700,45103010
020129,2020/06/30,2020,2,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2020Q2,2020Q2,53.1730,6.9770,A,22.5600,45103010
020129,2020/09/30,2020,3,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2020Q3,2020Q3,53.1730,7.4970,A,36.9100,45103010
020129,2020/12/31,2020,4,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2020Q4,2020Q4,54.1690,8.5060,A,54.2100,45103010
020129,2021/03/31,2021,1,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2021Q1,2021Q1,54.1690,7.6710,A,35.9500,45103010
020129,2021/06/30,2021,2,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2021Q2,2021Q2,54.1690,8.1940,A,24.0900,45103010
020129,2021/09/30,2021,3,INDL,C,D,STD,MATERIALISE NV  -ADR,USD,2021Q3,2021Q3,54.1690,7.2960,A,20.1000,45103010
020229,2019/03/31,2019,1,INDL,C,D,STD,ZENDESK INC,USD,2019Q1,2019Q1,109.2600,46.7910,A,85.0000,45103010
020229,2019/06/30,2019,2,INDL,C,D,STD,ZENDESK INC,USD,2019Q2,2019Q2,110.6980,50.5100,A,89.0300,45103010
020229,2019/09/30,2019,3,INDL,C,D,STD,ZENDESK INC,USD,2019Q3,2019Q3,111.9170,54.5280,A,72.8800,45103010
020229,2019/12/31,2019,4,INDL,C,D,STD,ZENDESK INC,USD,2019Q4,2019Q4,113.0810,55.7190,A,76.6300,45103010
020229,2020/03/31,2020,1,INDL,C,D,STD,ZENDESK INC,USD,2020Q1,2020Q1,113.9760,60.4210,A,64.0100,45103010
020229,2020/06/30,2020,2,INDL,C,D,STD,ZENDESK INC,USD,2020Q2,2020Q2,115.1860,59.0030,A,88.5300,45103010
020229,2020/09/30,2020,3,INDL,C,D,STD,ZENDESK INC,USD,2020Q3,2020Q3,116.4630,64.8420,A,102.9200,45103010
020229,2020/12/31,2020,4,INDL,C,D,STD,ZENDESK INC,USD,2020Q4,2020Q4,117.4890,71.1340,A,143.1200,45103010
020229,2021/03/31,2021,1,INDL,C,D,STD,ZENDESK INC,USD,2021Q1,2021Q1,118.3580,73.7830,A,132.6200,45103010
020229,2021/06/30,2021,2,INDL,C,D,STD,ZENDESK INC,USD,2021Q2,2021Q2,119.7890,82.8260,A,144.3400,45103010
020229,2021/09/30,2021,3,INDL,C,D,STD,ZENDESK INC,USD,2021Q3,2021Q3,120.5220,92.1120,A,116.3900,45103010
020270,2019/03/31,2019,1,INDL,C,D,STD,TURNKEY CAPITAL INC OLD,USD,2019Q1,2019Q1,42.2650,,A,0.0440,45102010
020270,2019/06/30,2019,2,INDL,C,D,STD,TURNKEY CAPITAL INC OLD,USD,2019Q2,2019Q2,42.2650,,A,0.0220,45102010
020270,2019/09/30,2019,3,INDL,C,D,STD,TURNKEY CAPITAL INC OLD,USD,2019Q3,2019Q3,0.4230,,A,1.0000,45102010
020270,2019/12/31,2019,4,INDL,C,D,STD,TURNKEY CAPITAL INC OLD,USD,2019Q4,2019Q4,0.4230,,A,2.0000,45102010
020270,2020/03/31,2020,1,INDL,C,D,STD,TURNKEY CAPITAL INC OLD,USD,2020Q1,2020Q1,0.4230,,A,1.7600,45102010
020270,2020/06/30,2020,2,INDL,C,D,STD,TURNKEY CAPITAL INC OLD,USD,2020Q2,2020Q2,0.4230,,A,0.9000,45102010
020270,2020/09/30,2020,3,INDL,C,D,STD,TURNKEY CAPITAL INC OLD,USD,2020Q3,2020Q3,0.4230,,A,1.4500,45102010
020801,2019/03/31,2019,1,INDL,C,D,STD,KINAXIS INC,USD,2019Q1,2019Q1,26.1240,7.9940,A,58.5000,45103010
020801,2019/06/30,2019,2,INDL,C,D,STD,KINAXIS INC,USD,2019Q2,2019Q2,26.1700,8.1010,A,62.1400,45103010
020801,2019/09/30,2019,3,INDL,C,D,STD,KINAXIS INC,USD,2019Q3,2019Q3,26.2270,8.5870,A,65.0400,45103010
020801,2019/12/31,2019,4,INDL,C,D,STD,KINAXIS INC,USD,2019Q4,2019Q4,26.4030,9.4430,A,76.9100,45103010
020801,2020/03/31,2020,1,INDL,C,D,STD,KINAXIS INC,USD,2020Q1,2020Q1,26.5110,9.6770,A,78.2377,45103010
020801,2020/06/30,2020,2,INDL,C,D,STD,KINAXIS INC,USD,2020Q2,2020Q2,26.8380,10.2570,A,143.1100,45103010
020801,2020/09/30,2020,3,INDL,C,D,STD,KINAXIS INC,USD,2020Q3,2020Q3,26.9550,13.6640,A,147.3600,45103010
020801,2020/12/31,2020,4,INDL,C,D,STD,KINAXIS INC,USD,2020Q4,2020Q4,27.0860,13.8220,A,142.2700,45103010
020801,2021/03/31,2021,1,INDL,C,D,STD,KINAXIS INC,USD,2021Q1,2021Q1,27.2120,13.6820,A,116.9800,45103010
020801,2021/06/30,2021,2,INDL,C,D,STD,KINAXIS INC,USD,2021Q2,2021Q2,27.2630,11.2230,A,131.5400,45103010
020801,2021/09/30,2021,3,INDL,C,D,STD,KINAXIS INC,USD,2021Q3,2021Q3,27.3290,16.0540,A,145.3500,45103010
021002,2019/03/31,2019,1,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2019Q1,2019Q1,36.8390,16.3310,A,119.0500,45103020
021002,2019/06/30,2019,2,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2019Q2,2019Q2,36.8390,16.9950,A,127.8400,45103020
021002,2019/09/30,2019,3,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2019Q3,2019Q3,37.8790,18.2640,A,99.8200,45103020
021002,2019/12/31,2019,4,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2019Q4,2019Q4,38.0440,20.9300,A,116.5800,45103020
021002,2020/03/31,2020,1,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2020Q1,2020Q1,38.0440,21.2850,A,85.5600,45103020
021002,2020/06/30,2020,2,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2020Q2,2020Q2,38.0440,22.8730,A,99.2700,45103020
021002,2020/09/30,2020,3,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2020Q3,2020Q3,38.0440,24.6090,A,103.4200,45103020
021002,2020/12/31,2020,4,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2020Q4,2020Q4,39.0350,26.6590,A,161.5900,45103020
021002,2021/03/31,2021,1,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2021Q1,2021Q1,39.0350,29.7370,A,129.3400,45103020
021002,2021/06/30,2021,2,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2021Q2,2021Q2,39.0350,33.6230,A,130.2700,45103020
021002,2021/09/30,2021,3,INDL,C,D,STD,CYBERARK SOFTWARE LTD,USD,2021Q3,2021Q3,39.0350,38.0140,A,157.8200,45103020
021663,2019/03/31,2019,1,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2019Q1,2019Q1,11.2020,,A,0.2200,45102010
021663,2019/06/30,2019,2,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2019Q2,2019Q2,11.2120,,A,0.1950,45102010
021663,2019/09/30,2019,3,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2019Q3,2019Q3,11.2120,,A,0.1701,45102010
021663,2019/12/31,2019,4,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2019Q4,2019Q4,11.2120,,A,0.1323,45102010
021663,2020/03/31,2020,1,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2020Q1,2020Q1,11.2120,,A,0.1000,45102010
021663,2020/06/30,2020,2,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2020Q2,2020Q2,11.2120,,A,0.2100,45102010
021663,2020/09/30,2020,3,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2020Q3,2020Q3,11.2120,,A,0.6400,45102010
021663,2020/12/31,2020,4,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2020Q4,2020Q4,11.2620,,A,1.4500,45102010
021663,2021/03/31,2021,1,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2021Q1,2021Q1,11.6170,,A,2.9000,45102010
021663,2021/06/30,2021,2,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2021Q2,2021Q2,12.0460,,A,3.1400,45102010
021663,2021/09/30,2021,3,INDL,C,D,STD,INFORMATION ANALYSIS INC,USD,2021Q3,2021Q3,13.5110,,A,2.9400,45102010
021761,2019/03/31,2019,3,INDL,C,D,STD,CDK GLOBAL INC,USD,2019Q1,2019Q3,122.4000,16.0000,A,58.8200,45103010
021761,2019/06/30,2019,4,INDL,C,D,STD,CDK GLOBAL INC,USD,2019Q2,2019Q4,121.1000,23.1000,A,49.4400,45103010
021761,2019/09/30,2020,1,INDL,C,D,STD,CDK GLOBAL INC,USD,2019Q3,2020Q1,121.4000,16.4000,A,48.0900,45103010
021761,2019/12/31,2020,2,INDL,C,D,STD,CDK GLOBAL INC,USD,2019Q4,2020Q2,121.5000,9.4000,A,54.6800,45103010
021761,2020/03/31,2020,3,INDL,C,D,STD,CDK GLOBAL INC,USD,2020Q1,2020Q3,121.5000,8.7000,A,32.8500,45103010
021761,2020/06/30,2020,4,INDL,C,D,STD,CDK GLOBAL INC,USD,2020Q2,2020Q4,121.5000,15.1000,A,41.4200,45103010
021761,2020/09/30,2021,1,INDL,C,D,STD,CDK GLOBAL INC,USD,2020Q3,2021Q1,121.7000,20.3000,A,43.5900,45103010
021761,2020/12/31,2021,2,INDL,C,D,STD,CDK GLOBAL INC,USD,2020Q4,2021Q2,121.8000,16.0000,A,51.8300,45103010
021761,2021/03/31,2021,3,INDL,C,D,STD,CDK GLOBAL INC,USD,2021Q1,2021Q3,121.8000,19.4000,A,54.0600,45103010
021761,2021/06/30,2021,4,INDL,C,D,STD,CDK GLOBAL INC,USD,2021Q2,2021Q4,121.5000,23.6000,A,49.6900,45103010
021761,2021/09/30,2022,1,INDL,C,D,STD,CDK GLOBAL INC,USD,2021Q3,2022Q1,119.9000,15.7000,A,42.5500,45103010
021847,2019/03/31,2019,1,INDL,C,D,STD,HUBSPOT INC,USD,2019Q1,2019Q1,41.8910,35.1770,A,166.2100,45103010
021847,2019/06/30,2019,2,INDL,C,D,STD,HUBSPOT INC,USD,2019Q2,2019Q2,42.2760,40.4560,A,170.5200,45103010
021847,2019/09/30,2019,3,INDL,C,D,STD,HUBSPOT INC,USD,2019Q3,2019Q3,42.6390,39.8470,A,151.6100,45103010
021847,2019/12/31,2019,4,INDL,C,D,STD,HUBSPOT INC,USD,2019Q4,2019Q4,42.9550,42.7570,A,158.5000,45103010
021847,2020/03/31,2020,1,INDL,C,D,STD,HUBSPOT INC,USD,2020Q1,2020Q1,43.3660,46.2020,A,133.1900,45103010
021847,2020/06/30,2020,2,INDL,C,D,STD,HUBSPOT INC,USD,2020Q2,2020Q2,45.3860,49.3710,A,224.3500,45103010
021847,2020/09/30,2020,3,INDL,C,D,STD,HUBSPOT INC,USD,2020Q3,2020Q3,45.7010,54.4530,A,292.2300,45103010
021847,2020/12/31,2020,4,INDL,C,D,STD,HUBSPOT INC,USD,2020Q4,2020Q4,46.1150,55.5630,A,396.4400,45103010
021847,2021/03/31,2021,1,INDL,C,D,STD,HUBSPOT INC,USD,2021Q1,2021Q1,46.5960,68.3960,A,454.2100,45103010
021847,2021/06/30,2021,2,INDL,C,D,STD,HUBSPOT INC,USD,2021Q2,2021Q2,46.8590,72.1040,A,582.7200,45103010
021847,2021/09/30,2021,3,INDL,C,D,STD,HUBSPOT INC,USD,2021Q3,2021Q3,47.1060,78.4730,A,676.0900,45103010
021984,2019/03/31,2019,1,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2019Q1,2019Q1,12.3440,0.5640,A,6.3500,45103010
021984,2019/06/30,2019,2,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2019Q2,2019Q2,22.6550,1.3350,A,2.0000,45103010
021984,2019/09/30,2019,3,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2019Q3,2019Q3,23.4100,1.2140,A,1.0800,45103010
021984,2019/12/31,2019,4,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2019Q4,2019Q4,24.4960,1.1990,A,1.5500,45103010
021984,2020/03/31,2020,1,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2020Q1,2020Q1,28.9630,1.2740,A,1.2600,45103010
021984,2020/06/30,2020,2,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2020Q2,2020Q2,30.2670,1.6270,A,1.1100,45103010
021984,2020/09/30,2020,3,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2020Q3,2020Q3,46.6640,2.4070,A,1.0800,45103010
021984,2020/12/31,2020,4,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2020Q4,2020Q4,47.7950,2.6250,A,1.6500,45103010
021984,2021/03/31,2021,1,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2021Q1,2021Q1,62.6330,2.8840,A,1.4000,45103010
021984,2021/06/30,2021,2,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2021Q2,2021Q2,63.7960,3.2130,A,2.0500,45103010
021984,2021/09/30,2021,3,INDL,C,D,STD,VERB TECHNOLOGY CO INC,USD,2021Q3,2021Q3,70.1700,3.5130,A,1.9200,45103010
022000,2019/03/31,2019,1,INDL,C,D,STD,WORKIVA INC,USD,2019Q1,2019Q1,45.1210,22.0110,A,50.7000,45103010
022000,2019/06/30,2019,2,INDL,C,D,STD,WORKIVA INC,USD,2019Q2,2019Q2,45.9000,21.7950,A,58.0900,45103010
022000,2019/09/30,2019,3,INDL,C,D,STD,WORKIVA INC,USD,2019Q3,2019Q3,46.4220,22.8990,A,43.8300,45103010
022000,2019/12/31,2019,4,INDL,C,D,STD,WORKIVA INC,USD,2019Q4,2019Q4,46.6390,23.2160,A,42.0500,45103010
022000,2020/03/31,2020,1,INDL,C,D,STD,WORKIVA INC,USD,2020Q1,2020Q1,47.0450,22.9940,A,32.3300,45103010
022000,2020/06/30,2020,2,INDL,C,D,STD,WORKIVA INC,USD,2020Q2,2020Q2,47.6200,23.5080,A,53.4900,45103010
022000,2020/09/30,2020,3,INDL,C,D,STD,WORKIVA INC,USD,2020Q3,2020Q3,48.1310,23.9560,A,55.7600,45103010
022000,2020/12/31,2020,4,INDL,C,D,STD,WORKIVA INC,USD,2020Q4,2020Q4,48.7890,24.3860,A,91.6200,45103010
022000,2021/03/31,2021,1,INDL,C,D,STD,WORKIVA INC,USD,2021Q1,2021Q1,49.9270,26.6340,A,88.2600,45103010
022000,2021/06/30,2021,2,INDL,C,D,STD,WORKIVA INC,USD,2021Q2,2021Q2,50.3540,27.8300,A,111.3300,45103010
022000,2021/09/30,2021,3,INDL,C,D,STD,WORKIVA INC,USD,2021Q3,2021Q3,50.8040,29.8410,A,140.9600,45103010
022040,2019/03/31,2019,1,INDL,C,D,STD,UPLAND SOFTWARE INC,USD,2019Q1,2019Q1,21.4430,6.3980,A,42.3600,45103010
022040,2019/06/30,2019,2,INDL,C,D,STD,UPLAND SOFTWARE INC,USD,2019Q2,2019Q2,25.2480,7.0080,A,45.5300,45103010
022040,2019/09/30,2019,3,INDL,C,D,STD,UPLAND SOFTWARE INC,USD,2019Q3,2019Q3,25.2610,7.4340,A,34.8600,45103010
022040,2019/12/31,2019,4,INDL,C,D,STD,UPLAND SOFTWARE INC,USD,2019Q4,2019Q4,25.2500,8.5480,A,35.7100,45103010
022040,2020/03/31,2020,1,INDL,C,D,STD,UPLAND SOFTWARE INC,USD,2020Q1,2020Q1,25.3050,9.1180,A,26.8200,45103010
