gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,conm,curcdq,datacqtr,datafqtr,cshoq,xrdq,costat,prccq,gsubind
001562,2019/01/31,2018,3,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2018Q4,2018Q3,31.0670,2.8110,A,11.0600,45103010
001562,2019/04/30,2018,4,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2019Q1,2018Q4,31.2130,3.2600,A,12.9500,45103010
001562,2019/07/31,2019,1,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2019Q2,2019Q1,31.3650,3.3280,A,13.3200,45103010
001562,2019/10/31,2019,2,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2019Q3,2019Q2,31.8640,4.2090,A,16.2100,45103010
001562,2020/01/31,2019,3,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2019Q4,2019Q3,32.0160,3.8530,A,14.9300,45103010
001562,2020/04/30,2019,4,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2020Q1,2019Q4,32.2340,3.9580,A,16.4800,45103010
001562,2020/07/31,2020,1,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2020Q2,2020Q1,32.4650,4.0950,A,16.4700,45103010
001562,2020/10/31,2020,2,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2020Q3,2020Q2,32.5110,4.3370,A,14.6800,45103010
001562,2021/01/31,2020,3,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2020Q4,2020Q3,32.6960,4.2420,A,19.2100,45103010
001562,2021/04/30,2020,4,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2021Q1,2020Q4,32.8630,4.2900,A,20.6900,45103010
001562,2021/07/31,2021,1,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2021Q2,2021Q1,33.2620,4.4240,A,22.0000,45103010
001562,2021/10/31,2021,2,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,2021Q3,2021Q2,33.2620,4.2780,A,28.9300,45103010
001878,2019/01/31,2018,4,INDL,C,D,STD,AUTODESK INC,USD,2018Q4,2018Q4,219.4000,190.4000,A,147.2000,45103010
001878,2019/04/30,2019,1,INDL,C,D,STD,AUTODESK INC,USD,2019Q1,2019Q1,219.6000,205.6000,A,178.2100,45103010
001878,2019/07/31,2019,2,INDL,C,D,STD,AUTODESK INC,USD,2019Q2,2019Q2,219.5000,215.4000,A,156.1700,45103010
001878,2019/10/31,2019,3,INDL,C,D,STD,AUTODESK INC,USD,2019Q3,2019Q3,220.0000,213.0000,A,147.3600,45103010
001878,2020/01/31,2019,4,INDL,C,D,STD,AUTODESK INC,USD,2019Q4,2019Q4,219.4000,217.1000,A,196.8500,45103010
001878,2020/04/30,2020,1,INDL,C,D,STD,AUTODESK INC,USD,2020Q1,2020Q1,219.2000,217.4000,A,187.1300,45103010
001878,2020/07/31,2020,2,INDL,C,D,STD,AUTODESK INC,USD,2020Q2,2020Q2,219.3000,232.5000,A,236.4300,45103010
001878,2020/10/31,2020,3,INDL,C,D,STD,AUTODESK INC,USD,2020Q3,2020Q3,219.7000,233.0000,A,235.5400,45103010
001878,2021/01/31,2020,4,INDL,C,D,STD,AUTODESK INC,USD,2020Q4,2020Q4,219.6000,249.6000,A,277.4300,45103010
001878,2021/04/30,2021,1,INDL,C,D,STD,AUTODESK INC,USD,2021Q1,2021Q1,220.0000,265.5000,A,291.9100,45103010
001878,2021/07/31,2021,2,INDL,C,D,STD,AUTODESK INC,USD,2021Q2,2021Q2,219.9000,276.9000,A,321.1300,45103010
001878,2021/10/31,2021,3,INDL,C,D,STD,AUTODESK INC,USD,2021Q3,2021Q3,219.9000,282.1000,A,317.6100,45103010
001891,2019/03/31,2019,3,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2019Q1,2019Q3,435.5000,160.1000,A,159.7400,45102020
001891,2019/06/30,2019,4,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2019Q2,2019Q4,434.2000,162.1000,A,165.3300,45102020
001891,2019/09/30,2020,1,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2019Q3,2020Q1,433.4000,168.2000,A,161.4200,45102020
001891,2019/12/31,2020,2,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2019Q4,2020Q2,431.8000,168.7000,A,170.5000,45102020
001891,2020/03/31,2020,3,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2020Q1,2020Q3,429.8000,172.1000,A,136.6800,45102020
001891,2020/06/30,2020,4,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2020Q2,2020Q4,429.9000,165.1000,A,148.8900,45102020
001891,2020/09/30,2021,1,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2020Q3,2021Q1,429.3000,168.7000,A,139.4900,45102020
001891,2020/12/31,2021,2,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2020Q4,2021Q2,428.1000,174.5000,A,176.2000,45102020
001891,2021/03/31,2021,3,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2021Q1,2021Q3,426.0000,178.6000,A,188.4700,45102020
001891,2021/06/30,2021,4,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2021Q2,2021Q4,423.7000,194.8000,A,198.6200,45102020
001891,2021/09/30,2022,1,INDL,C,D,STD,AUTOMATIC DATA PROCESSING,USD,2021Q3,2022Q1,422.0000,188.8000,A,199.9200,45102020
002504,2019/03/31,2019,1,INDL,C,D,STD,UNISYS CORP,USD,2019Q1,2019Q1,51.7670,9.0000,A,11.6700,45102010
002504,2019/06/30,2019,2,INDL,C,D,STD,UNISYS CORP,USD,2019Q2,2019Q2,51.7840,7.2000,A,9.7200,45102010
002504,2019/09/30,2019,3,INDL,C,D,STD,UNISYS CORP,USD,2019Q3,2019Q3,62.3950,5.9000,A,7.4300,45102010
002504,2019/12/31,2019,4,INDL,C,D,STD,UNISYS CORP,USD,2019Q4,2019Q4,62.4000,9.2000,A,11.8600,45102010
002504,2020/03/31,2020,1,INDL,C,D,STD,UNISYS CORP,USD,2020Q1,2020Q1,62.9700,6.2000,A,12.3500,45102010
002504,2020/06/30,2020,2,INDL,C,D,STD,UNISYS CORP,USD,2020Q2,2020Q2,63.0170,3.2000,A,10.9100,45102010
002504,2020/09/30,2020,3,INDL,C,D,STD,UNISYS CORP,USD,2020Q3,2020Q3,63.0380,6.7000,A,10.6700,45102010
002504,2020/12/31,2020,4,INDL,C,D,STD,UNISYS CORP,USD,2020Q4,2020Q4,63.0000,10.5000,A,19.6800,45102010
002504,2021/03/31,2021,1,INDL,C,D,STD,UNISYS CORP,USD,2021Q1,2021Q1,67.0230,5.6000,A,25.4200,45102010
002504,2021/06/30,2021,2,INDL,C,D,STD,UNISYS CORP,USD,2021Q2,2021Q2,67.1160,6.8000,A,25.3100,45102010
002504,2021/09/30,2021,3,INDL,C,D,STD,UNISYS CORP,USD,2021Q3,2021Q3,67.1520,6.7000,A,25.1400,45102010
002536,2019/03/31,2018,4,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2019Q1,2018Q4,68.6980,31.3180,A,54.5700,45102010
002536,2019/06/30,2019,1,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2019Q2,2019Q1,68.6500,23.7220,A,48.4800,45102010
002536,2019/09/30,2019,2,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2019Q3,2019Q2,67.5380,26.4450,A,42.9600,45102010
002536,2019/12/31,2019,3,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2019Q4,2019Q3,67.3500,27.4030,A,48.0700,45102010
002536,2020/03/31,2019,4,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2020Q1,2019Q4,65.8570,28.4110,A,32.9200,45102010
002536,2020/06/30,2020,1,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2020Q2,2020Q1,65.8050,26.9890,A,42.4700,45102010
002536,2020/09/30,2020,2,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2020Q3,2020Q2,66.1890,31.0350,A,51.7700,45102010
002536,2020/12/31,2020,3,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2020Q4,2020Q3,66.8950,30.6080,A,73.1900,45102010
002536,2021/03/31,2020,4,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2021Q1,2020Q4,68.2290,46.4790,A,51.8800,45102010
002536,2021/06/30,2021,1,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2021Q2,2021Q1,68.2200,34.7760,A,46.8500,45102010
002536,2021/09/30,2021,2,INDL,C,D,STD,LIVERAMP HOLDINGS INC,USD,2021Q3,2021Q2,68.0380,35.7880,A,47.2300,45102010
002573,2019/03/31,2019,2,INDL,C,D,STD,CSP INC,USD,2019Q1,2019Q2,4.1370,0.7810,A,11.1500,45102010
002573,2019/06/30,2019,3,INDL,C,D,STD,CSP INC,USD,2019Q2,2019Q3,4.1360,0.5830,A,15.2500,45102010
002573,2019/09/30,2019,4,INDL,C,D,STD,CSP INC,USD,2019Q3,2019Q4,4.1540,0.6910,A,13.4202,45102010
002573,2019/12/31,2020,1,INDL,C,D,STD,CSP INC,USD,2019Q4,2020Q1,4.1540,0.6720,A,13.0500,45102010
002573,2020/03/31,2020,2,INDL,C,D,STD,CSP INC,USD,2020Q1,2020Q2,4.2540,0.7160,A,6.9900,45102010
002573,2020/06/30,2020,3,INDL,C,D,STD,CSP INC,USD,2020Q2,2020Q3,4.2530,0.6930,A,8.2692,45102010
002573,2020/09/30,2020,4,INDL,C,D,STD,CSP INC,USD,2020Q3,2020Q4,4.2760,0.7170,A,8.6300,45102010
002573,2020/12/31,2021,1,INDL,C,D,STD,CSP INC,USD,2020Q4,2021Q1,4.2760,0.7290,A,7.7300,45102010
002573,2021/03/31,2021,2,INDL,C,D,STD,CSP INC,USD,2021Q1,2021Q2,4.3940,0.7620,A,8.7000,45102010
002573,2021/06/30,2021,3,INDL,C,D,STD,CSP INC,USD,2021Q2,2021Q3,4.3770,0.7000,A,10.5600,45102010
002578,2019/03/31,2019,1,INDL,C,D,STD,TELOS CORP/MD,USD,2019Q1,2019Q1,49.1960,,A,,45103020
002578,2019/06/30,2019,2,INDL,C,D,STD,TELOS CORP/MD,USD,2019Q2,2019Q2,49.1960,,A,,45103020
002578,2019/09/30,2019,3,INDL,C,D,STD,TELOS CORP/MD,USD,2019Q3,2019Q3,49.1960,,A,,45103020
002578,2019/12/31,2019,4,INDL,C,D,STD,TELOS CORP/MD,USD,2019Q4,2019Q4,49.1810,4.2000,A,,45103020
002578,2020/03/31,2020,1,INDL,C,D,STD,TELOS CORP/MD,USD,2020Q1,2020Q1,49.1360,3.6570,A,,45103020
002578,2020/06/30,2020,2,INDL,C,D,STD,TELOS CORP/MD,USD,2020Q2,2020Q2,49.2360,3.8150,A,,45103020
002578,2020/09/30,2020,3,INDL,C,D,STD,TELOS CORP/MD,USD,2020Q3,2020Q3,62.4390,3.5980,A,,45103020
002578,2020/12/31,2020,4,INDL,C,D,STD,TELOS CORP/MD,USD,2020Q4,2020Q4,64.6250,3.1730,A,32.9800,45103020
002578,2021/03/31,2021,1,INDL,C,D,STD,TELOS CORP/MD,USD,2021Q1,2021Q1,66.7350,4.0610,A,37.9200,45103020
002578,2021/06/30,2021,2,INDL,C,D,STD,TELOS CORP/MD,USD,2021Q2,2021Q2,66.7550,5.3270,A,34.0100,45103020
002578,2021/09/30,2021,3,INDL,C,D,STD,TELOS CORP/MD,USD,2021Q3,2021Q3,66.7550,5.3950,A,28.4200,45103020
003336,2019/03/31,2018,4,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2019Q1,2018Q4,268.4250,,A,64.3100,45102010
003336,2019/06/30,2019,1,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2019Q2,2019Q1,261.7130,,A,55.1500,45102010
003336,2019/09/30,2019,2,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2019Q3,2019Q2,255.6080,,A,29.5000,45102010
003336,2019/12/31,2019,3,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2019Q4,2019Q3,253.4730,,A,37.5900,45102010
003336,2020/03/31,2019,4,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2020Q1,2019Q4,253.5250,,A,13.0500,45102010
003336,2020/06/30,2020,1,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2020Q2,2020Q1,254.0910,,A,16.5000,45102010
003336,2020/09/30,2020,2,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2020Q3,2020Q2,254.1940,,A,17.8500,45102010
003336,2020/12/31,2020,3,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2020Q4,2020Q3,254.3900,,A,25.7500,45102010
003336,2021/03/31,2020,4,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2021Q1,2020Q4,254.5950,,A,31.2600,45102010
003336,2021/06/30,2021,1,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2021Q2,2021Q1,253.9840,,A,38.9400,45102010
003336,2021/09/30,2021,2,INDL,C,D,STD,DXC TECHNOLOGY CO,USD,2021Q3,2021Q2,252.2290,,A,33.6100,45102010
003342,2019/03/31,2019,1,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2019Q1,2019Q1,14.2770,,A,4.3000,45102010
003342,2019/06/30,2019,2,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2019Q2,2019Q2,14.4530,,A,4.0100,45102010
003342,2019/09/30,2019,3,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2019Q3,2019Q3,14.7000,,A,5.0000,45102010
003342,2019/12/31,2019,4,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2019Q4,2019Q4,14.7070,,A,5.1800,45102010
003342,2020/03/31,2020,1,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2020Q1,2020Q1,15.0680,,A,3.8300,45102010
003342,2020/06/30,2020,2,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2020Q2,2020Q2,15.1830,,A,4.0300,45102010
003342,2020/09/30,2020,3,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2020Q3,2020Q3,15.1820,,A,4.9700,45102010
003342,2020/12/31,2020,4,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2020Q4,2020Q4,15.1760,,A,6.1200,45102010
003342,2021/03/31,2021,1,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2021Q1,2021Q1,15.3820,,A,9.5500,45102010
003342,2021/06/30,2021,2,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2021Q2,2021Q2,15.3280,,A,9.6700,45102010
003342,2021/09/30,2021,3,INDL,C,D,STD,COMPUTER TASK GROUP INC,USD,2021Q3,2021Q3,15.3440,,A,7.9800,45102010
004384,2019/03/31,2019,1,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2019Q1,2019Q1,25.5420,,A,0.5205,45103010
004384,2019/06/30,2019,2,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2019Q2,2019Q2,6.3850,,A,2.8900,45103010
004384,2019/09/30,2019,3,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2019Q3,2019Q3,7.7030,,A,1.7500,45103010
004384,2019/12/31,2019,4,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2019Q4,2019Q4,8.4590,,A,0.8814,45103010
004384,2020/03/31,2020,1,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2020Q1,2020Q1,9.2120,,A,0.4500,45103010
004384,2020/06/30,2020,2,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2020Q2,2020Q2,24.5260,,A,0.9100,45103010
004384,2020/09/30,2020,3,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2020Q3,2020Q3,38.9620,,A,1.9600,45103010
004384,2020/12/31,2020,4,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2020Q4,2020Q4,81.9750,,A,10.4400,45103010
004384,2021/03/31,2021,1,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2021Q1,2021Q1,99.3700,,A,48.0200,45103010
004384,2021/06/30,2021,2,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2021Q2,2021Q2,99.6340,,A,31.3700,45103010
004384,2021/09/30,2021,3,INDL,C,D,STD,MARATHON DIGITAL HOLDNGS INC,USD,2021Q3,2021Q3,102.5070,,A,31.5800,45103010
005342,2019/03/31,2019,1,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2019Q1,2019Q1,65.2250,,A,2.0400,45102020
005342,2019/06/30,2019,2,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2019Q2,2019Q2,70.9120,,A,2.4700,45102020
005342,2019/09/30,2019,3,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2019Q3,2019Q3,70.9600,,A,3.9800,45102020
005342,2019/12/31,2019,4,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2019Q4,2019Q4,71.6410,,A,2.1000,45102020
005342,2020/03/31,2020,1,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2020Q1,2020Q1,72.3400,,A,1.3100,45102020
005342,2020/06/30,2020,2,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2020Q2,2020Q2,72.4670,,A,3.2100,45102020
005342,2020/09/30,2020,3,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2020Q3,2020Q3,72.4740,,A,2.8250,45102020
005342,2020/12/31,2020,4,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2020Q4,2020Q4,72.5180,,A,5.4650,45102020
005342,2021/03/31,2021,1,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2021Q1,2021Q1,79.7410,,A,6.5700,45102020
005342,2021/06/30,2021,2,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2021Q2,2021Q2,90.6140,,A,10.0800,45102020
005342,2021/09/30,2021,3,INDL,C,D,STD,MONEYGRAM INTERNATIONAL INC,USD,2021Q3,2021Q3,91.6640,,A,8.0200,45102020
006013,2019/03/31,2019,1,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2019Q1,2019Q1,8.8510,1.1950,A,31.9400,45103010
006013,2019/06/30,2019,2,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2019Q2,2019Q2,8.8510,0.8640,A,28.7900,45103010
006013,2019/09/30,2019,3,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2019Q3,2019Q3,8.8980,1.5750,A,41.5400,45103010
006013,2019/12/31,2019,4,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2019Q4,2019Q4,8.9250,1.8820,A,39.9400,45103010
006013,2020/03/31,2020,1,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2020Q1,2020Q1,8.9250,0.9180,A,33.9900,45103010
006013,2020/06/30,2020,2,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2020Q2,2020Q2,8.9250,0.9200,A,34.0800,45103010
006013,2020/09/30,2020,3,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2020Q3,2020Q3,8.9290,1.6390,A,38.9800,45103010
006013,2020/12/31,2020,4,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2020Q4,2020Q4,8.8860,1.6760,A,40.1100,45103010
006013,2021/03/31,2021,1,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2021Q1,2021Q1,8.8820,2.1010,A,40.9100,45103010
006013,2021/06/30,2021,2,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2021Q2,2021Q2,8.7430,2.6530,A,31.4600,45103010
006013,2021/09/30,2021,3,INDL,C,D,STD,INTELLIGENT SYSTEM CORP,USD,2021Q3,2021Q3,8.7010,2.3550,A,40.6100,45103010
006066,2019/03/31,2019,1,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2019Q1,2019Q1,886.6430,1433.0000,A,141.1000,45102010
006066,2019/06/30,2019,2,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2019Q2,2019Q2,885.8750,1407.0000,A,137.9000,45102010
006066,2019/09/30,2019,3,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2019Q3,2019Q3,885.6370,1553.0000,A,145.4200,45102010
006066,2019/12/31,2019,4,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2019Q4,2019Q4,887.1100,1596.0000,A,134.0400,45102010
006066,2020/03/31,2020,1,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2020Q1,2020Q1,887.8920,1625.0000,A,110.9300,45102010
006066,2020/06/30,2020,2,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2020Q2,2020Q2,890.5790,1582.0000,A,120.7700,45102010
006066,2020/09/30,2020,3,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2020Q3,2020Q3,891.0570,1515.0000,A,121.6700,45102010
006066,2020/12/31,2020,4,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2020Q4,2020Q4,892.6530,1611.0000,A,125.8800,45102010
006066,2021/03/31,2021,1,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2021Q1,2021Q1,893.5230,1630.0000,A,133.2600,45102010
006066,2021/06/30,2021,2,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2021Q2,2021Q2,896.3200,1656.0000,A,146.5900,45102010
006066,2021/09/30,2021,3,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,2021Q3,2021Q3,896.8000,1621.0000,A,138.9300,45102010
006100,2019/03/31,2019,1,INDL,C,D,STD,INTERDIGITAL INC,USD,2019Q1,2019Q1,32.0600,18.4950,A,65.9800,45103010
006100,2019/06/30,2019,2,INDL,C,D,STD,INTERDIGITAL INC,USD,2019Q2,2019Q2,31.1260,17.0270,A,64.4000,45103010
006100,2019/09/30,2019,3,INDL,C,D,STD,INTERDIGITAL INC,USD,2019Q3,2019Q3,31.1330,20.5060,A,52.4700,45103010
006100,2019/12/31,2019,4,INDL,C,D,STD,INTERDIGITAL INC,USD,2019Q4,2019Q4,30.7010,18.8320,A,54.4900,45103010
006100,2020/03/31,2020,1,INDL,C,D,STD,INTERDIGITAL INC,USD,2020Q1,2020Q1,30.7490,18.8180,A,44.6300,45103010
006100,2020/06/30,2020,2,INDL,C,D,STD,INTERDIGITAL INC,USD,2020Q2,2020Q2,30.8040,22.0920,A,56.6300,45103010
006100,2020/09/30,2020,3,INDL,C,D,STD,INTERDIGITAL INC,USD,2020Q3,2020Q3,30.8060,20.8450,A,57.0600,45103010
006100,2020/12/31,2020,4,INDL,C,D,STD,INTERDIGITAL INC,USD,2020Q4,2020Q4,30.8160,22.8910,A,60.6800,45103010
006100,2021/03/31,2021,1,INDL,C,D,STD,INTERDIGITAL INC,USD,2021Q1,2021Q1,30.8120,22.5830,A,63.4500,45103010
006100,2021/06/30,2021,2,INDL,C,D,STD,INTERDIGITAL INC,USD,2021Q2,2021Q2,30.8420,21.8700,A,73.0300,45103010
006100,2021/09/30,2021,3,INDL,C,D,STD,INTERDIGITAL INC,USD,2021Q3,2021Q3,30.6890,22.5460,A,67.8200,45103010
007648,2019/03/31,2019,1,INDL,C,D,STD,NCR CORP,USD,2019Q1,2019Q1,119.8000,59.0000,A,27.2900,45103010
007648,2019/06/30,2019,2,INDL,C,D,STD,NCR CORP,USD,2019Q2,2019Q2,120.3000,62.0000,A,31.1000,45103010
007648,2019/09/30,2019,3,INDL,C,D,STD,NCR CORP,USD,2019Q3,2019Q3,127.4000,64.0000,A,31.5600,45103010
007648,2019/12/31,2019,4,INDL,C,D,STD,NCR CORP,USD,2019Q4,2019Q4,127.7000,74.0000,A,35.1600,45103010
007648,2020/03/31,2020,1,INDL,C,D,STD,NCR CORP,USD,2020Q1,2020Q1,127.3000,65.0000,A,17.7000,45103010
007648,2020/06/30,2020,2,INDL,C,D,STD,NCR CORP,USD,2020Q2,2020Q2,128.2000,49.0000,A,17.3200,45103010
007648,2020/09/30,2020,3,INDL,C,D,STD,NCR CORP,USD,2020Q3,2020Q3,128.5000,55.0000,A,22.1400,45103010
007648,2020/12/31,2020,4,INDL,C,D,STD,NCR CORP,USD,2020Q4,2020Q4,129.1000,65.0000,A,37.5700,45103010
007648,2021/03/31,2021,1,INDL,C,D,STD,NCR CORP,USD,2021Q1,2021Q1,130.6000,66.0000,A,37.9500,45103010
007648,2021/06/30,2021,2,INDL,C,D,STD,NCR CORP,USD,2021Q2,2021Q2,131.1000,69.0000,A,45.6100,45103010
007648,2021/09/30,2021,3,INDL,C,D,STD,NCR CORP,USD,2021Q3,2021Q3,131.8000,69.0000,A,38.7600,45103010
008402,2019/02/28,2018,3,INDL,C,D,STD,PAYCHEX INC,USD,2019Q1,2018Q3,359.3930,,A,77.0200,45102020
008402,2019/05/31,2018,4,INDL,C,D,STD,PAYCHEX INC,USD,2019Q2,2018Q4,359.3000,,A,85.7900,45102020
008402,2019/08/31,2019,1,INDL,C,D,STD,PAYCHEX INC,USD,2019Q3,2019Q1,357.9000,,A,81.7000,45102020
008402,2019/11/30,2019,2,INDL,C,D,STD,PAYCHEX INC,USD,2019Q4,2019Q2,358.3860,,A,86.1200,45102020
008402,2020/02/29,2019,3,INDL,C,D,STD,PAYCHEX INC,USD,2020Q1,2019Q3,358.7150,,A,77.4800,45102020
008402,2020/05/31,2019,4,INDL,C,D,STD,PAYCHEX INC,USD,2020Q2,2019Q4,358.8000,,A,72.2800,45102020
008402,2020/08/31,2020,1,INDL,C,D,STD,PAYCHEX INC,USD,2020Q3,2020Q1,359.5000,,A,76.4700,45102020
008402,2020/11/30,2020,2,INDL,C,D,STD,PAYCHEX INC,USD,2020Q4,2020Q2,360.6310,,A,93.1500,45102020
008402,2021/02/28,2020,3,INDL,C,D,STD,PAYCHEX INC,USD,2021Q1,2020Q3,360.3000,,A,91.0700,45102020
008402,2021/05/31,2020,4,INDL,C,D,STD,PAYCHEX INC,USD,2021Q2,2020Q4,359.8000,,A,101.1400,45102020
008402,2021/08/31,2021,1,INDL,C,D,STD,PAYCHEX INC,USD,2021Q3,2021Q1,360.5910,,A,114.4700,45102020
008599,2019/03/31,2018,4,INDL,C,D,STD,AGILYSYS INC,USD,2019Q1,2018Q4,23.5010,10.5250,A,21.1700,45103010
008599,2019/06/30,2019,1,INDL,C,D,STD,AGILYSYS INC,USD,2019Q2,2019Q1,23.6800,10.0640,A,21.4700,45103010
008599,2019/09/30,2019,2,INDL,C,D,STD,AGILYSYS INC,USD,2019Q3,2019Q2,23.6590,10.7780,A,25.6100,45103010
008599,2019/12/31,2019,3,INDL,C,D,STD,AGILYSYS INC,USD,2019Q4,2019Q3,23.6570,11.2890,A,25.4100,45103010
008599,2020/03/31,2019,4,INDL,C,D,STD,AGILYSYS INC,USD,2020Q1,2019Q4,23.6090,9.3320,A,16.7000,45103010
008599,2020/06/30,2020,1,INDL,C,D,STD,AGILYSYS INC,USD,2020Q2,2020Q1,23.6130,8.2660,A,17.9400,45103010
008599,2020/09/30,2020,2,INDL,C,D,STD,AGILYSYS INC,USD,2020Q3,2020Q2,23.5880,8.2580,A,24.1600,45103010
008599,2020/12/31,2020,3,INDL,C,D,STD,AGILYSYS INC,USD,2020Q4,2020Q3,23.6380,12.3760,A,38.3800,45103010
008599,2021/03/31,2020,4,INDL,C,D,STD,AGILYSYS INC,USD,2021Q1,2020Q4,24.0110,26.4450,A,47.9600,45103010
