gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,Ticker,Company Name,curcdq,datacqtr,datafqtr,Capitalized Software,Cash,Common Share Outstanding,Invested Capital - Total - Quarterly,Intangible Assets - Total,Net Income (Loss),Revenue - Total,Research and Development Expense,exchg,costat,Market Value - Total,Price Close - Quarter,GIC Sub-Industries
24475,6/30/2019,2019,2,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2019Q2,2019Q2,,0.278,5.76,-5.038,0,-0.249,0.226,0.181,19,A,1.9584,0.34,45103010
24475,9/30/2019,2019,3,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2019Q3,2019Q3,,0.037,5.76,-5.062,0,-0.273,0.213,0.179,19,A,2.592,0.45,45103010
24475,12/31/2019,2019,4,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2019Q4,2019Q4,,0.025,5.76,-5.291,0,-0.273,0.206,0.099,19,A,2.592,0.45,45103010
24475,3/31/2020,2020,1,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2020Q1,2020Q1,,0.088,5.76,-5.608,0,-0.339,0.19,0.176,19,A,1.7568,0.305,45103010
24475,6/30/2020,2020,2,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2020Q2,2020Q2,,0.32,5.762,-5.698,0,-0.181,0.227,0.144,19,A,1.7401,0.302,45103010
24475,9/30/2020,2020,3,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2020Q3,2020Q3,,0.025,5.762,-5.47,0,-0.03,0.242,0.126,19,A,2.4344,0.4225,45103010
24475,12/31/2020,2020,4,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2020Q4,2020Q4,,0.026,5.762,-5.597,0,0.022,0.307,0.132,19,A,1.8438,0.32,45103010
24475,3/31/2021,2021,1,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2021Q1,2021Q1,,0.25,5.762,-5.853,0,-0.19,0.259,0.144,19,A,2.4777,0.43,45103010
24475,6/30/2021,2021,2,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2021Q2,2021Q2,,0.07,6.322,-5.681,0,-0.169,0.268,0.135,19,A,3.73,0.59,45103010
24475,9/30/2021,2021,3,12,INDL,C,D,STD,ISGN,ISIGN SOLUTIONS INC,USD,2021Q3,2021Q3,,0.108,6.322,-5.67,0,-0.002,0.283,0.157,19,A,12.644,2,45103010
24501,3/31/2019,2019,1,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2019Q1,2019Q1,4.848,89.869,48.158,282.443,112.399,-11.673,73.185,17.865,14,A,2437.2764,50.61,45103020
24501,6/30/2019,2019,2,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2019Q2,2019Q2,6.208,126.569,48.798,339.037,127.592,-13.42,78.959,19.626,14,A,2822.4763,57.84,45103020
24501,9/30/2019,2019,3,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2019Q3,2019Q3,7.359,114.925,49.303,341.912,127.049,-14.406,83.155,20.154,14,A,2237.8632,45.39,45103020
24501,12/31/2019,2019,4,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2019Q4,2019Q4,8.427,123.413,49.911,340.662,126.427,-14.346,91.648,21.719,14,A,2796.0142,56.02,45103020
24501,3/31/2020,2020,1,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2020Q1,2020Q1,9.423,204.434,50.419,335.83,125.733,-22.924,94.34,24.202,14,A,2184.6553,43.33,45103020
24501,6/30/2020,2020,2,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2020Q2,2020Q2,10.347,279.343,50.951,538.93,261.392,-21.466,98.912,26.12,14,A,2599.52,51.02,45103020
24501,9/30/2020,2020,3,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2020Q3,2020Q3,11.164,239.409,51.777,536.534,259.669,-25.541,105.075,28.509,14,A,3170.8235,61.24,45103020
24501,12/31/2020,2020,4,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2020Q4,2020Q4,12.099,173.617,52.225,525.859,257.897,-28.918,113.159,29.737,14,A,4708.606,90.16,45103020
24501,3/31/2021,2021,1,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2021Q1,2021Q1,13,503.804,55.091,847.95,306.032,-29.845,117.451,33.08,14,A,4110.3395,74.61,45103020
24501,6/30/2021,2021,2,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2021Q2,2021Q2,14.539,493.568,55.748,786.389,308.597,-34.164,126.421,35.305,14,A,5275.4332,94.63,45103020
24501,9/30/2021,2021,3,12,INDL,C,D,STD,RPD,RAPID7 INC,USD,2021Q3,2021Q3,16.474,227.104,56.441,775.483,631.043,-37.7,139.894,43.88,14,A,6378.9618,113.02,45103020
24616,3/31/2019,2019,1,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2019Q1,2019Q1,,4515,1172,15157,6984,667,4128,,14,A,121700.48,103.84,45102020
24616,6/30/2019,2019,2,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2019Q2,2019Q2,,4909,1177,16139,6935,823,4305,,14,A,134719.42,114.46,45102020
24616,9/30/2019,2019,3,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2019Q3,2019Q3,,6877,1174,21447,6807,462,4378,,14,A,121614.66,103.59,45102020
24616,12/31/2019,2019,4,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2019Q4,2019Q4,,7349,1173,22297,6990,507,4961,1100,14,A,126883.41,108.17,45102020
24616,3/31/2020,2020,1,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2020Q1,2020Q1,,7854,1173,24586,10493,84,4618,,14,A,112303.02,95.74,45102020
24616,6/30/2020,2020,2,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2020Q2,2020Q2,,6353,1173,27229,10372,1530,5261,,14,A,204371.79,174.23,45102020
24616,9/30/2020,2020,3,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2020Q3,2020Q3,,6112,1172,28058,10265,1021,5459,,14,A,230919.16,197.03,45102020
24616,12/31/2020,2020,4,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2020Q4,2020Q4,,4794,1172,29644,10183,1567,6116,1400,14,A,274482.4,234.2,45102020
24616,3/31/2021,2021,1,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2021Q1,2021Q1,,5717,1174,29013,10055,1097,6033,,14,A,285094.16,242.84,45102020
24616,6/30/2021,2021,2,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2021Q2,2021Q2,,5745,1175,30458,10484,1184,6238,,14,A,342489,291.48,45102020
24616,9/30/2021,2021,3,12,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,2021Q3,2021Q3,,7782,1174,30655,10358,1087,6182,,14,A,305486.54,260.21,45102020
24672,2/28/2019,2019,2,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2019Q1,2019Q2,,0.202,146.8,1.163,0.384,-0.15,0.078,,19,A,19.9648,0.136,45103010
24672,5/31/2019,2019,3,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2019Q2,2019Q3,,0.416,177.1,1.645,0.451,-0.221,0.12,,19,A,19.481,0.11,45103010
24672,8/31/2019,2019,4,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2019Q3,2019Q4,,1.565,4.822,4.231,0.414,0.195,0.162,,19,A,48.22,10,45103010
24672,11/30/2019,2020,1,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2019Q4,2020Q1,,1.285,4.822,4.21,0.377,-0.063,0.156,,19,A,48.22,10,45103010
24672,2/29/2020,2020,2,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2020Q1,2020Q2,,0.78,4.822,4.034,0.241,-0.352,0.139,,19,A,53.042,11,45103010
24672,5/31/2020,2020,3,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2020Q2,2020Q3,,1.691,4.822,3.784,0.214,-0.316,0.077,0.109,19,A,48.22,10,45103010
24672,8/31/2020,2020,4,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2020Q3,2020Q4,,2.455,46.661,4.004,0.175,-0.792,0.076,0,19,A,1.5865,0.034,45103010
24672,11/30/2020,2021,1,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2020Q4,2021Q1,,1.02,124.347,3.652,1.442,-0.525,0.077,0,19,A,1.2932,0.0104,45103010
24672,2/28/2021,2021,2,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2021Q1,2021Q2,,0.225,173.434,5.201,2.626,-0.354,0.774,0,19,A,24.9745,0.144,45103010
24672,5/31/2021,2021,3,8,INDL,C,D,STD,ABQQ,AB INTERNATIONAL GROUP CP,USD,2021Q2,2021Q3,,0.067,194.571,5.632,3.375,-0.843,0.193,0,19,A,17.5114,0.09,45103010
24975,1/31/2019,2019,1,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2018Q4,2019Q1,3.09,592.305,149.276,3911.805,3477.887,153.514,820.401,271.326,14,A,13934.9146,93.35,45103010
24975,4/30/2019,2019,2,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2019Q1,2019Q2,3.108,631.161,149.982,4041.587,3450.722,118.21,836.242,290.299,14,A,18159.8206,121.08,45103010
24975,7/31/2019,2019,3,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2019Q2,2019Q3,3.162,686.78,150.373,4064.954,3426.361,99.929,852.97,284.804,14,A,19963.5195,132.76,45103010
24975,10/31/2019,2019,4,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2019Q3,2019Q4,4.515,728.597,150.331,4208.969,3450.553,160.714,851.081,290.503,14,A,20407.4333,135.75,45103010
24975,1/31/2020,2020,1,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2019Q4,2020Q1,4.678,700.356,150.202,4736.358,3513.737,104.061,834.381,314.283,14,A,22156.297,147.51,45103010
24975,4/30/2020,2020,2,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2020Q1,2020Q2,4.81,856.424,150.908,4857.413,3590.554,109.92,861.327,302.571,14,A,23710.665,157.12,45103010
24975,7/31/2020,2020,3,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2020Q2,2020Q3,4.768,1049.922,151.758,5178.636,3631.745,253.382,964.134,322.602,14,A,30233.2288,199.22,45103010
24975,10/31/2020,2020,4,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2020Q3,2020Q4,4.837,1235.653,152.618,5475.601,3619.436,196.984,1025.439,339.566,14,A,32638.8855,213.86,45103010
24975,1/31/2021,2021,1,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2020Q4,2021Q1,4.81,1023.074,152.364,5372.436,3687.378,162.345,970.321,357.468,14,A,38921.3838,255.45,45103010
24975,4/30/2021,2021,2,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2021Q1,2021Q2,3.99,1457.918,152.554,5617.078,3666.386,195.078,1024.323,362.345,14,A,37689.9912,247.06,45103010
24975,7/31/2021,2021,3,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2021Q2,2021Q3,3.234,1385.395,152.597,5667.464,3735.155,198.646,1057.13,371.146,14,A,43946.41,287.99,45103010
24975,10/31/2021,2021,4,10,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,2021Q3,2021Q4,,1432.84,153.062,5811.04,3854.917,201.447,1152.419,413.864,14,A,50997.1972,333.18,45103010
25138,3/31/2019,2019,1,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2019Q1,2019Q1,,16.591,15.405,222.493,195.089,-2.894,20.41,1.321,14,A,94.1246,6.11,45103010
25138,6/30/2019,2019,2,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2019Q2,2019Q2,,14.656,15.551,216.009,191.557,-4.967,17.274,0.969,14,A,127.9847,8.23,45103010
25138,9/30/2019,2019,3,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2019Q3,2019Q3,,12.576,15.586,211.969,188.429,-3.356,17.854,1.271,14,A,104.5821,6.71,45103010
25138,12/31/2019,2019,4,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2019Q4,2019Q4,,28.826,15.714,167.658,132.547,41.218,17.612,1.79,14,A,128.5405,8.18,45103010
25138,3/31/2020,2020,1,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2020Q1,2020Q1,,20.78,15.743,164.436,131.92,-1.767,18.947,1.174,14,A,93.8283,5.96,45103010
25138,6/30/2020,2020,2,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2020Q2,2020Q2,,29.259,15.841,158.256,129.174,-3.945,14.114,1.377,14,A,101.8576,6.43,45103010
25138,9/30/2020,2020,3,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2020Q3,2020Q3,,12.939,15.9,148.848,133.344,-4.758,16.016,1.805,14,A,120.045,7.55,45103010
25138,12/31/2020,2020,4,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2020Q4,2020Q4,,28.577,18.97,163.244,138.51,-5.718,16.43,1.603,14,A,134.687,7.1,45103010
25138,3/31/2021,2021,1,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2021Q1,2021Q1,,24.29,19.021,160.41,135.604,-1.598,19.802,1.124,14,A,145.3204,7.64,45103010
25138,6/30/2021,2021,2,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2021Q2,2021Q2,,20.292,19.099,163.867,132.697,3.764,17.168,1.343,14,A,169.4081,8.87,45103010
25138,9/30/2021,2021,3,12,INDL,C,D,STD,ASUR,ASURE SOFTWARE INC,USD,2021Q3,2021Q3,,11.506,19.968,199.783,168.499,5.328,17.981,1.505,14,A,179.9117,9.01,45103010
25201,3/31/2019,2019,1,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2019Q1,2019Q1,0,184.354,14.526,242.07,14.015,8.163,39.91,,14,A,687.0798,47.3,45102020
25201,6/30/2019,2019,2,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2019Q2,2019Q2,0,183.513,14.489,247.711,13.914,7.684,40.699,,14,A,702.4267,48.48,45102020
25201,9/30/2019,2019,3,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2019Q3,2019Q3,1.458,222.738,14.498,253.636,19.064,8.186,41.928,,14,A,782.747,53.99,45102020
25201,12/31/2019,2019,4,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2019Q4,2019Q4,2.486,203.954,14.514,250.872,18.543,6.371,40.141,,14,A,838.0384,57.74,45102020
25201,3/31/2020,2020,1,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2020Q1,2020Q1,2.392,163.194,14.414,248.429,18.328,7.545,39.433,,14,A,506.7962,35.16,45102020
25201,6/30/2020,2020,2,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2020Q2,2020Q2,2.299,232.139,14.421,255.443,18.114,5.439,34.816,,14,A,562.8516,39.03,45102020
25201,9/30/2020,2020,3,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2020Q3,2020Q3,2.206,439.451,14.422,258.044,17.899,5.781,36.211,,14,A,580.3413,40.24,45102020
25201,12/31/2020,2020,4,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2020Q4,2020Q4,2.113,670.528,14.393,267.345,17.685,6.411,37.668,,14,A,560.0316,38.91,45102020
25201,3/31/2021,2021,1,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2021Q1,2021Q1,2.02,599.659,14.399,265.286,17.47,7.071,36.851,,14,A,666.2417,46.27,45102020
25201,6/30/2021,2021,2,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2021Q2,2021Q2,1.926,621.581,14.322,266.196,17.255,7.026,38.095,,14,A,583.6215,40.75,45102020
25201,9/30/2021,2021,3,12,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,2021Q3,2021Q3,1.833,500.309,14.01,252.889,17.041,6.805,39.296,,14,A,586.3185,41.85,45102020
25302,3/31/2019,2019,1,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2019Q1,2019Q1,,0.951,13.515,2.467,0,0.947,3.191,0.182,14,A,58.1145,4.3,45103020
25302,6/30/2019,2019,2,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2019Q2,2019Q2,,1.477,13.529,3.325,0,1.759,4.02,0.295,14,A,67.645,5,45103020
25302,9/30/2019,2019,3,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2019Q3,2019Q3,,2.111,13.54,4.691,0,1.463,3.86,0.298,14,A,59.1698,4.37,45103020
25302,12/31/2019,2019,4,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2019Q4,2019Q4,,3.334,13.542,4.892,0,0.296,2.572,0.539,14,A,74.481,5.5,45103020
25302,3/31/2020,2020,1,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2020Q1,2020Q1,,3.217,13.778,4.407,0,-0.465,1.795,0.753,14,A,46.1563,3.35,45103020
25302,6/30/2020,2020,2,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2020Q2,2020Q2,,2.872,13.792,3.989,0,-0.715,1.655,0.907,14,A,79.0971,5.735,45103020
25302,9/30/2020,2020,3,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2020Q3,2020Q3,,1.505,14.929,2.589,0,-1.41,1.589,1.081,14,A,216.7989,14.522,45103020
25302,12/31/2020,2020,4,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2020Q4,2020Q4,,16.704,17.418,17.74,0,-3.928,1.58,1.056,14,A,306.9052,17.62,45103020
25302,3/31/2021,2021,1,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2021Q1,2021Q1,,13.072,17.615,14.076,0,-3.903,1.852,1.469,14,A,411.6626,23.37,45103020
25302,6/30/2021,2021,2,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2021Q2,2021Q2,,9.337,17.621,9.678,0,-4.951,1.96,1.53,14,A,271.5396,15.41,45103020
25302,9/30/2021,2021,3,12,INDL,C,D,STD,INTZ,INTRUSION INC,USD,2021Q3,2021Q3,,7.153,18.793,8.809,0,-6.097,1.82,1.863,14,A,76.2996,4.06,45103020
25367,3/31/2019,2019,1,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2019Q1,2019Q1,,88.682,48.861,303.779,151.941,5.353,71.8,1.546,14,A,408.478,8.36,45103010
25367,6/30/2019,2019,2,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2019Q2,2019Q2,,97.348,48.861,311.022,160.359,4.834,77.06,2.496,14,A,438.2832,8.97,45103010
25367,9/30/2019,2019,3,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2019Q3,2019Q3,,76.889,48.861,310.612,174.115,4.958,85.843,2.235,14,A,449.0326,9.19,45103010
25367,12/31/2019,2019,4,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2019Q4,2019Q4,12.552,81.915,48.94,313.271,168.871,5.121,90.927,1.962,14,A,478.6332,9.78,45103010
25367,3/31/2020,2020,1,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2020Q1,2020Q1,,76.636,48.94,298.845,164.427,5.853,85.208,2.174,14,A,393.4776,8.04,45103010
25367,6/30/2020,2020,2,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2020Q2,2020Q2,,79.023,48.94,313.033,171.142,5.737,86.521,1.989,14,A,553.022,11.3,45103010
25367,9/30/2020,2020,3,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2020Q3,2020Q3,,79.395,48.94,315.74,187.108,7.085,94.892,2.316,14,A,642.5822,13.13,45103010
25367,12/31/2020,2020,4,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2020Q4,2020Q4,11.399,88.127,49.035,328.447,189.086,6.511,104.573,2.31,14,A,767.3978,15.65,45103010
25367,3/31/2021,2021,1,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2021Q1,2021Q1,,97.562,48.94,319.715,185.307,7.543,107.298,2.196,14,A,744.3774,15.21,45103010
25367,6/30/2021,2021,2,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2021Q2,2021Q2,,102.774,48.94,342.845,198.2,7.78,119.155,2.363,14,A,794.2962,16.23,45103010
25367,9/30/2021,2021,3,12,INDL,C,D,STD,MGIC,MAGIC SOFTWARE ENTERPRISES,USD,2021Q3,2021Q3,,97.164,48.94,341.941,196.506,7.497,120.87,2.313,14,A,978.8,20,45103010
25450,3/31/2019,2019,1,12,INDL,C,D,STD,VLDI,VALIDIAN CORP,USD,2019Q1,2019Q1,,0,688.28,-5.066,0,-0.138,0,0.005,19,A,7.2269,0.0105,45103020
25450,6/30/2019,2019,2,12,INDL,C,D,STD,VLDI,VALIDIAN CORP,USD,2019Q2,2019Q2,,0,688.28,-5.251,0,-0.209,0,0.082,19,A,17.8953,0.026,45103020
25450,9/30/2019,2019,3,12,INDL,C,D,STD,VLDI,VALIDIAN CORP,USD,2019Q3,2019Q3,,0.002,688.28,-5.376,0,-0.199,0,0.101,19,A,16.2434,0.0236,45103020
25915,3/31/2019,2019,1,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2019Q1,2019Q1,,8.571,9.765,7.851,11.09,-0.95,7.098,1.674,14,A,23.9243,2.45,45103010
25915,6/30/2019,2019,2,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2019Q2,2019Q2,,7.349,9.907,4.187,10.548,-3.601,5.365,1.838,14,A,41.1141,4.15,45103010
25915,9/30/2019,2019,3,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2019Q3,2019Q3,,7.525,9.909,4.609,10.027,-0.221,6.671,1.849,14,A,32.3033,3.26,45103010
25915,12/31/2019,2019,4,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2019Q4,2019Q4,,10.639,13.553,11.878,10.278,-1.671,6.228,1.999,14,A,35.3733,2.61,45103010
25915,3/31/2020,2020,1,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2020Q1,2020Q1,,8.365,13.528,8.708,9.509,-2.672,6.227,1.78,14,A,22.4565,1.66,45103010
25915,6/30/2020,2020,2,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2020Q2,2020Q2,,9.887,13.529,7.995,9.255,-0.692,9.334,2.088,14,A,48.5691,3.59,45103010
25915,9/30/2020,2020,3,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2020Q3,2020Q3,,11.352,13.713,6.721,9.377,-1.858,6.63,2.105,14,A,63.2169,4.61,45103010
25915,12/31/2020,2020,4,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2020Q4,2020Q4,,11.878,13.781,3.514,9.598,-3.978,6.881,2.279,14,A,110.1102,7.99,45103010
25915,3/31/2021,2021,1,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2021Q1,2021Q1,,27.575,17.591,23.361,9.472,-4.45,5.82,2.03,14,A,118.9152,6.76,45103010
25915,6/30/2021,2021,2,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2021Q2,2021Q2,,21.328,17.624,19.655,9.359,-4.321,5.867,2.184,14,A,50.7571,2.88,45103010
25915,9/30/2021,2021,3,12,INDL,C,D,STD,QUMU,QUMU CORP,USD,2021Q3,2021Q3,,18.199,17.779,16.017,8.94,-3.745,6.425,2.305,14,A,44.0919,2.48,45103010
26083,1/31/2019,2019,2,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2018Q4,2019Q2,,0.004,5.055,-0.149,0,-0.037,0,,19,A,7.3298,1.45,45103010
26083,4/30/2019,2019,3,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2019Q1,2019Q3,,0.004,5.055,-0.168,0,-0.019,0,,19,A,14.154,2.8,45103010
26083,7/31/2019,2019,4,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2019Q2,2019Q4,,0.004,5.055,-0.177,0,-0.009,0,,19,A,10.1606,2.01,45103010
26083,10/31/2019,2020,1,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2019Q3,2020Q1,,0.004,5.055,-0.2,0,-0.023,0,,19,A,10.3628,2.05,45103010
26083,1/31/2020,2020,2,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2019Q4,2020Q2,,0.004,5.055,-0.214,0,-0.014,0,,19,A,8.088,1.6,45103010
26083,4/30/2020,2020,3,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2020Q1,2020Q3,,0.004,5.055,-0.229,0,-0.015,0,,19,A,2.8313,0.5601,45103010
26083,7/31/2020,2020,4,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2020Q2,2020Q4,,0.004,4.752,-0.251,0,-0.022,0,,19,A,0.9504,0.2,45103010
26083,10/31/2020,2021,1,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2020Q3,2021Q1,,0.004,2.45,-0.266,0,-0.015,0,,19,A,2.744,1.12,45103010
26083,1/31/2021,2021,2,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2020Q4,2021Q2,,0.004,2.45,-0.289,0,-0.023,0,,19,A,4.2875,1.75,45103010
26083,4/30/2021,2021,3,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2021Q1,2021Q3,,0.004,2.45,-0.304,0,-0.015,0,,19,A,3.0625,1.25,45103010
26083,7/31/2021,2021,4,7,INDL,C,D,STD,CIIT,TIANCI INTERNATIONAL INC,USD,2021Q2,2021Q4,,0.004,2.45,-0.325,0,-0.021,0,,19,A,2.5725,1.05,45103010
26367,3/31/2019,2019,1,12,INDL,C,D,STD,SQ,SQUARE INC,USD,2019Q1,2019Q1,,521.676,421.624,2143.447,346.709,-38.151,959.359,154.35,11,A,31588.0701,74.92,45102020
26367,6/30/2019,2019,2,12,INDL,C,D,STD,SQ,SQUARE INC,USD,2019Q2,2019Q2,,617.282,426.218,2210.763,354.377,-6.74,1174.238,174.201,11,A,30913.5915,72.53,45102020
26367,9/30/2019,2019,3,12,INDL,C,D,STD,SQ,SQUARE INC,USD,2019Q3,2019Q3,,612.048,429.074,2285.12,338.767,29.397,1266.474,168.771,11,A,26581.1343,61.95,45102020
26367,12/31/2019,2019,4,12,INDL,C,D,STD,SQ,SQUARE INC,USD,2019Q4,2019Q4,,1047.118,432.797,2762.712,335.424,390.94,1313.429,173.284,11,A,27075.7803,62.56,45102020
26367,3/31/2020,2020,1,12,INDL,C,D,STD,SQ,SQUARE INC,USD,2020Q1,2020Q1,,1962.316,438.763,3918.354,370.469,-105.891,1381.109,195.876,11,A,22982.4059,52.38,45102020
