gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,conm,curcdq,datacqtr,datafqtr,atq,revtq,saleq,costat,busdesc,gsubind
19877,6/30/2020,2020,2,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,2020Q2,2020Q2,1281.579,97.581,97.581,A,"Q2 Holdings, Inc. provides cloud-based digital banking solutions to regional and community financial institutions (RCFIs) in the United States.",45103010
19877,9/30/2020,2020,3,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,2020Q3,2020Q3,1293.511,103.804,103.804,A,"Q2 Holdings, Inc. provides cloud-based digital banking solutions to regional and community financial institutions (RCFIs) in the United States.",45103010
19877,12/31/2020,2020,4,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,2020Q4,2020Q4,1416.702,108.986,108.986,A,"Q2 Holdings, Inc. provides cloud-based digital banking solutions to regional and community financial institutions (RCFIs) in the United States.",45103010
19877,3/31/2021,2021,1,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,2021Q1,2021Q1,1420.5,116.52,116.52,A,"Q2 Holdings, Inc. provides cloud-based digital banking solutions to regional and community financial institutions (RCFIs) in the United States.",45103010
19877,6/30/2021,2021,2,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,2021Q2,2021Q2,1383.599,123.573,123.573,A,"Q2 Holdings, Inc. provides cloud-based digital banking solutions to regional and community financial institutions (RCFIs) in the United States.",45103010
19877,9/30/2021,2021,3,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,2021Q3,2021Q3,1379.647,126.736,126.736,A,"Q2 Holdings, Inc. provides cloud-based digital banking solutions to regional and community financial institutions (RCFIs) in the United States.",45103010
19908,3/31/2019,2019,1,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2019Q1,2019Q1,415.366,74.538,74.538,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,6/30/2019,2019,2,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2019Q2,2019Q2,435.767,77.436,77.436,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,9/30/2019,2019,3,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2019Q3,2019Q3,454.024,83.769,83.769,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,12/31/2019,2019,4,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2019Q4,2019Q4,482.38,92.263,92.263,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,3/31/2020,2020,1,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2020Q1,2020Q1,503.659,95.088,95.088,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,6/30/2020,2020,2,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2020Q2,2020Q2,993.303,99.792,99.792,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,9/30/2020,2020,3,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2020Q3,2020Q3,1013.287,112.143,112.143,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,12/31/2020,2020,4,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2020Q4,2020Q4,1063.742,127.885,127.885,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,3/31/2021,2021,1,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2021Q1,2021Q1,1118.749,137.882,137.882,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,6/30/2021,2021,2,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2021Q2,2021Q2,1135.716,143.782,143.782,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
19908,9/30/2021,2021,3,INDL,C,D,STD,FIVN,FIVE9 INC,USD,2021Q3,2021Q3,1150.906,154.328,154.328,A,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally.",45103010
20088,4/30/2019,2019,1,INDL,C,D,STD,BOX,BOX INC,USD,2019Q1,2019Q1,825.721,162.974,162.974,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,7/31/2019,2019,2,INDL,C,D,STD,BOX,BOX INC,USD,2019Q2,2019Q2,827.316,172.549,172.549,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,10/31/2019,2019,3,INDL,C,D,STD,BOX,BOX INC,USD,2019Q3,2019Q3,843.918,177.156,177.156,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,1/31/2020,2019,4,INDL,C,D,STD,BOX,BOX INC,USD,2019Q4,2019Q4,959.991,183.585,183.585,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,4/30/2020,2020,1,INDL,C,D,STD,BOX,BOX INC,USD,2020Q1,2020Q1,948.913,183.561,183.561,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,7/31/2020,2020,2,INDL,C,D,STD,BOX,BOX INC,USD,2020Q2,2020Q2,960.511,192.293,192.293,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,10/31/2020,2020,3,INDL,C,D,STD,BOX,BOX INC,USD,2020Q3,2020Q3,941.561,196.003,196.003,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,1/31/2021,2020,4,INDL,C,D,STD,BOX,BOX INC,USD,2020Q4,2020Q4,1351.682,198.913,198.913,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,4/30/2021,2021,1,INDL,C,D,STD,BOX,BOX INC,USD,2021Q1,2021Q1,1310.131,202.441,202.441,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,7/31/2021,2021,2,INDL,C,D,STD,BOX,BOX INC,USD,2021Q2,2021Q2,1525.612,214.486,214.486,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20088,10/31/2021,2021,3,INDL,C,D,STD,BOX,BOX INC,USD,2021Q3,2021Q3,1405.077,224.044,224.044,A,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device.",45103010
20116,3/31/2019,2019,1,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2019Q1,2019Q1,2062.828,199.943,199.943,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,6/30/2019,2019,2,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2019Q2,2019Q2,1826.192,169.313,169.313,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,9/30/2019,2019,3,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2019Q3,2019Q3,1592.027,175.006,175.006,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,12/31/2019,2019,4,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2019Q4,2019Q4,2486.917,193.409,193.409,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,3/31/2020,2020,1,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2020Q1,2020Q1,2309.725,242.368,242.368,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,6/30/2020,2020,2,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2020Q2,2020Q2,1921.5,181.587,181.587,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,9/30/2020,2020,3,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2020Q3,2020Q3,2485.199,196.532,196.532,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,12/31/2020,2020,4,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2020Q4,2020Q4,2607.912,220.947,220.947,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,3/31/2021,2021,1,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2021Q1,2021Q1,3406.773,272.198,272.198,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,6/30/2021,2021,2,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2021Q2,2021Q2,3233.087,242.146,242.146,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20116,9/30/2021,2021,3,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,2021Q3,2021Q3,4218.038,256.194,256.194,A,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States.",45103010
20128,3/31/2019,2019,1,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2019Q1,2019Q1,1232.314,161.758,161.758,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,6/30/2019,2019,2,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2019Q2,2019Q2,1232.024,137.604,137.604,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,9/30/2019,2019,3,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2019Q3,2019Q3,1098.149,116.951,116.951,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,12/31/2019,2019,4,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2019Q4,2019Q4,1007,98.938,98.938,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,3/31/2020,2020,1,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2020Q1,2020Q1,976.732,74.568,74.568,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,6/30/2020,2020,2,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2020Q2,2020Q2,1048.309,55.993,55.993,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,9/30/2020,2020,3,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2020Q3,2020Q3,865.954,59.024,59.024,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,12/31/2020,2020,4,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2020Q4,2020Q4,854.179,46.674,46.674,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,3/31/2021,2021,1,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2021Q1,2021Q1,861.843,30.28,30.28,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20128,6/30/2021,2021,2,INDL,C,D,STD,CMCM,CHEETAH MOBILE INC  -ADR,USD,2021Q2,2021Q2,884.955,33.238,33.238,A,"Cheetah Mobile Inc. operates as an internet company in the People's Republic of China, the United States, and internationally.",45103010
20129,3/31/2019,2019,1,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2019Q1,2019Q1,358.554,52.881,52.881,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,6/30/2019,2019,2,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2019Q2,2019Q2,361.352,55.819,55.819,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,9/30/2019,2019,3,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2019Q3,2019Q3,378.437,50.467,50.467,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,12/31/2019,2019,4,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2019Q4,2019Q4,391.972,61.543,61.543,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,3/31/2020,2020,1,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2020Q1,2020Q1,375.399,50.816,50.816,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,6/30/2020,2020,2,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2020Q2,2020Q2,371.878,44.128,44.128,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,9/30/2020,2020,3,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2020Q3,2020Q3,376.684,52.011,52.011,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,12/31/2020,2020,4,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2020Q4,2020Q4,394.965,58.502,58.502,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,3/31/2021,2021,1,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2021Q1,2021Q1,375.782,53.468,53.468,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,6/30/2021,2021,2,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2021Q2,2021Q2,472.014,60.674,60.674,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20129,9/30/2021,2021,3,INDL,C,D,STD,MTLS,MATERIALISE NV  -ADR,USD,2021Q3,2021Q3,480.864,57.935,57.935,A,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. It operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing.",45103010
20229,3/31/2019,2019,1,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2019Q1,2019Q1,1372.678,181.484,181.484,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,6/30/2019,2019,2,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2019Q2,2019Q2,1438.997,194.584,194.584,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,9/30/2019,2019,3,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2019Q3,2019Q3,1459.458,210.477,210.477,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,12/31/2019,2019,4,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2019Q4,2019Q4,1514.589,229.871,229.871,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,3/31/2020,2020,1,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2020Q1,2020Q1,1488.79,237.475,237.475,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,6/30/2020,2020,2,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2020Q2,2020Q2,1996.018,246.665,246.665,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,9/30/2020,2020,3,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2020Q3,2020Q3,2054.239,261.926,261.926,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,12/31/2020,2020,4,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2020Q4,2020Q4,2157.279,283.498,283.498,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,3/31/2021,2021,1,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2021Q1,2021Q1,2175.108,298.048,298.048,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,6/30/2021,2021,2,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2021Q2,2021Q2,2249.062,318.216,318.216,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20229,9/30/2021,2021,3,INDL,C,D,STD,ZEN,ZENDESK INC,USD,2021Q3,2021Q3,2321.24,346.974,346.974,A,"Zendesk, Inc., a software development company, provides software as a service solutions for organizations in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",45103010
20801,3/31/2019,2019,1,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2019Q1,2019Q1,300.145,45.754,45.754,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,6/30/2019,2019,2,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2019Q2,2019Q2,303.957,42.352,42.352,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,9/30/2019,2019,3,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2019Q3,2019Q3,304.463,47.131,47.131,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,12/31/2019,2019,4,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2019Q4,2019Q4,350.743,56.312,56.312,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,3/31/2020,2020,1,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2020Q1,2020Q1,363.872,52.755,52.755,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,6/30/2020,2020,2,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2020Q2,2020Q2,394.049,61.373,61.373,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,9/30/2020,2020,3,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2020Q3,2020Q3,384.877,55.116,55.116,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,12/31/2020,2020,4,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2020Q4,2020Q4,428.41,54.945,54.945,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,3/31/2021,2021,1,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2021Q1,2021Q1,434.27,57.728,57.728,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,6/30/2021,2021,2,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2021Q2,2021Q2,440.215,60.056,60.056,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
20801,9/30/2021,2021,3,INDL,C,D,STD,KXSCF,KINAXIS INC,USD,2021Q3,2021Q3,473.253,64.436,64.436,A,"Kinaxis Inc. provides cloud-based subscription software for supply chain operations in the United States, Europe, Asia, and Canada.",45103010
21002,3/31/2019,2019,1,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2019Q1,2019Q1,748.869,95.935,95.935,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,6/30/2019,2019,2,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2019Q2,2019Q2,789.544,100.181,100.181,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,9/30/2019,2019,3,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2019Q3,2019Q3,827.916,108.115,108.115,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,12/31/2019,2019,4,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2019Q4,2019Q4,1405.166,129.664,129.664,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,3/31/2020,2020,1,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2020Q1,2020Q1,1430.204,106.826,106.826,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,6/30/2020,2020,2,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2020Q2,2020Q2,1477.653,106.497,106.497,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,9/30/2020,2020,3,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2020Q3,2020Q3,1487.403,106.589,106.589,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,12/31/2020,2020,4,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2020Q4,2020Q4,1562.352,144.519,144.519,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,3/31/2021,2021,1,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2021Q1,2021Q1,1572.175,112.762,112.762,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,6/30/2021,2021,2,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2021Q2,2021Q2,1605.188,117.234,117.234,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21002,9/30/2021,2021,3,INDL,C,D,STD,CYBR,CYBERARK SOFTWARE LTD,USD,2021Q3,2021Q3,1625.656,121.601,121.601,A,"CyberArk Software Ltd., together with its subsidiaries, develops, markets, and sales software-based security solutions and services in the United States, Europe, the Middle East, Africa, and internationally.",45103020
21761,3/31/2019,2019,3,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2019Q1,2019Q3,3165.8,501.2,501.2,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,6/30/2019,2019,4,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2019Q2,2019Q4,2999,488.6,488.6,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,9/30/2019,2020,1,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2019Q3,2020Q1,3058.9,417.7,417.7,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,12/31/2019,2020,2,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2019Q4,2020Q2,2935.9,418.2,418.2,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,3/31/2020,2020,3,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2020Q1,2020Q3,2964.8,426.4,426.4,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,6/30/2020,2020,4,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2020Q2,2020Q4,2854.1,376.7,376.7,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,9/30/2020,2021,1,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2020Q3,2021Q1,2915.7,413.7,413.7,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,12/31/2020,2021,2,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2020Q4,2021Q2,2935.4,406.3,406.3,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,3/31/2021,2021,3,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2021Q1,2021Q3,3321.8,433.1,433.1,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
21761,6/30/2021,2021,4,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,2021Q2,2021Q4,2712.6,420.1,420.1,A,"CDK Global, Inc., together with its subsidiaries, provides integrated data and technology solutions to the automotive, heavy truck, recreation, and heavy equipment industries in the United States and internationally.",45103010
