gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,conm,curcdq,datacqtr,datafqtr,atq,revtq,saleq,costat,busdesc,gsubind
36945,6/30/2019,2019,2,INDL,C,D,STD,FROG,JFROG LTD,USD,2019Q2,2019Q2,,24.902,24.902,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,9/30/2019,2019,3,INDL,C,D,STD,FROG,JFROG LTD,USD,2019Q3,2019Q3,,27.844,27.844,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,12/31/2019,2019,4,INDL,C,D,STD,FROG,JFROG LTD,USD,2019Q4,2019Q4,238.04,30.757,30.757,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,3/31/2020,2020,1,INDL,C,D,STD,FROG,JFROG LTD,USD,2020Q1,2020Q1,,32.821,32.821,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,6/30/2020,2020,2,INDL,C,D,STD,FROG,JFROG LTD,USD,2020Q2,2020Q2,247.9,36.431,36.431,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,9/30/2020,2020,3,INDL,C,D,STD,FROG,JFROG LTD,USD,2020Q3,2020Q3,653.967,38.886,38.886,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,12/31/2020,2020,4,INDL,C,D,STD,FROG,JFROG LTD,USD,2020Q4,2020Q4,689.231,42.689,42.689,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,3/31/2021,2021,1,INDL,C,D,STD,FROG,JFROG LTD,USD,2021Q1,2021Q1,735.011,45.087,45.087,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,6/30/2021,2021,2,INDL,C,D,STD,FROG,JFROG LTD,USD,2021Q2,2021Q2,728.808,48.657,48.657,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36945,9/30/2021,2021,3,INDL,C,D,STD,FROG,JFROG LTD,USD,2021Q3,2021Q3,829.679,53.703,53.703,A,JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States.,45103020
36964,4/30/2019,2019,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2019Q1,2019Q1,,27.97,27.97,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,7/31/2019,2019,2,INDL,C,D,STD,ASAN,ASANA INC,USD,2019Q2,2019Q2,,33.087,33.087,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,10/31/2019,2019,3,INDL,C,D,STD,ASAN,ASANA INC,USD,2019Q3,2019Q3,,38.079,38.079,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,1/31/2020,2019,4,INDL,C,D,STD,ASAN,ASANA INC,USD,2019Q4,2019Q4,421.692,43.47,43.47,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,4/30/2020,2020,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2020Q1,2020Q1,,47.706,47.706,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,7/31/2020,2020,2,INDL,C,D,STD,ASAN,ASANA INC,USD,2020Q2,2020Q2,668.564,52.024,52.024,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,10/31/2020,2020,3,INDL,C,D,STD,ASAN,ASANA INC,USD,2020Q3,2020Q3,673.985,58.905,58.905,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,1/31/2021,2020,4,INDL,C,D,STD,ASAN,ASANA INC,USD,2020Q4,2020Q4,731.119,68.369,68.369,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,4/30/2021,2021,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2021Q1,2021Q1,747.593,76.673,76.673,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,7/31/2021,2021,2,INDL,C,D,STD,ASAN,ASANA INC,USD,2021Q2,2021Q2,735.508,89.478,89.478,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
36964,10/31/2021,2021,3,INDL,C,D,STD,ASAN,ASANA INC,USD,2021Q3,2021Q3,719.781,100.337,100.337,A,"Asana, Inc., together with its subsidiaries, operates a work management platform for individuals, team leads, and executives in the United States and internationally.",45103010
37076,3/31/2019,2019,1,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2019Q1,2019Q1,,177.539,177.539,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,6/30/2019,2019,2,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2019Q2,2019Q2,,169.605,169.605,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,9/30/2019,2019,3,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2019Q3,2019Q3,,186.588,186.588,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,12/31/2019,2019,4,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2019Q4,2019Q4,994.599,202.922,202.922,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,3/31/2020,2020,1,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2020Q1,2020Q1,,194.69,194.69,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,6/30/2020,2020,2,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2020Q2,2020Q2,1059.169,184.29,184.29,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,9/30/2020,2020,3,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2020Q3,2020Q3,1090.497,202.997,202.997,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,12/31/2020,2020,4,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2020Q4,2020Q4,1126.035,219.567,219.567,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,3/31/2021,2021,1,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2021Q1,2021Q1,1626.868,222.005,222.005,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,6/30/2021,2021,2,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2021Q2,2021Q2,2454.115,222.931,222.931,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37076,9/30/2021,2021,3,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2021Q3,2021Q3,2454.083,248.48,248.48,A,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",45103010
37180,3/31/2019,2019,1,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2019Q1,2019Q1,,637,637,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,6/30/2019,2019,2,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2019Q2,2019Q2,,654,654,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,9/30/2019,2019,3,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2019Q3,2019Q3,,662,662,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,12/31/2019,2019,4,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2019Q4,2019Q4,5788,682,682,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,3/31/2020,2020,1,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2020Q1,2020Q1,,354,354,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,6/30/2020,2020,2,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2020Q2,2020Q2,5548,383,383,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,9/30/2020,2020,3,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2020Q3,2020Q3,5553,395,395,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,12/31/2020,2020,4,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2020Q4,2020Q4,5428,777,777,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,3/31/2021,2021,1,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2021Q1,2021Q1,5362,442,442,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,6/30/2021,2021,2,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2021Q2,2021Q2,5437,467,467,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37180,9/30/2021,2021,3,INDL,C,D,STD,MCFE,MCAFEE CORP,USD,2021Q3,2021Q3,3484,491,491,A,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers in the United States and internationally. Its security technologies enable home users to protect their devices against fileless attacks, viruses, malware, and other online threats.",45103020
37254,3/31/2019,2019,1,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2019Q1,2019Q1,,105.461,105.461,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,6/30/2019,2019,2,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2019Q2,2019Q2,,109.472,109.472,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,9/30/2019,2019,3,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2019Q3,2019Q3,,117.693,117.693,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,12/31/2019,2019,4,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2019Q4,2019Q4,1642.292,126.126,126.126,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,3/31/2020,2020,1,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2020Q1,2020Q1,,124.663,124.663,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,6/30/2020,2020,2,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2020Q2,2020Q2,1680.984,124.463,124.463,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,9/30/2020,2020,3,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2020Q3,2020Q3,1715.247,130.667,130.667,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,12/31/2020,2020,4,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2020Q4,2020Q4,1793.271,138.992,138.992,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,3/31/2021,2021,1,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2021Q1,2021Q1,1865.913,144.909,144.909,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,6/30/2021,2021,2,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2021Q2,2021Q2,1905.162,151.602,151.602,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37254,9/30/2021,2021,3,INDL,C,D,STD,MSP,DATTO HOLDING CORP,USD,2021Q3,2021Q3,1934.906,157.892,157.892,A,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally.,45103020
37517,4/30/2019,2018,4,INDL,C,D,STD,AI,C3.AI INC,USD,2019Q1,2018Q4,267.485,23.744,23.744,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,7/31/2019,2019,1,INDL,C,D,STD,AI,C3.AI INC,USD,2019Q2,2019Q1,,34.89,34.89,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,10/31/2019,2019,2,INDL,C,D,STD,AI,C3.AI INC,USD,2019Q3,2019Q2,,38.875,38.875,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,1/31/2020,2019,3,INDL,C,D,STD,AI,C3.AI INC,USD,2019Q4,2019Q3,,41.283,41.283,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,4/30/2020,2019,4,INDL,C,D,STD,AI,C3.AI INC,USD,2020Q1,2019Q4,305.108,41.618,41.618,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,7/31/2020,2020,1,INDL,C,D,STD,AI,C3.AI INC,USD,2020Q2,2020Q1,,40.483,40.483,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,10/31/2020,2020,2,INDL,C,D,STD,AI,C3.AI INC,USD,2020Q3,2020Q2,355.6,41.341,41.341,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,1/31/2021,2020,3,INDL,C,D,STD,AI,C3.AI INC,USD,2020Q4,2020Q3,1184.574,49.109,49.109,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,4/30/2021,2020,4,INDL,C,D,STD,AI,C3.AI INC,USD,2021Q1,2020Q4,1196.477,52.284,52.284,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,7/31/2021,2021,1,INDL,C,D,STD,AI,C3.AI INC,USD,2021Q2,2021Q1,1191.54,52.406,52.406,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37517,10/31/2021,2021,2,INDL,C,D,STD,AI,C3.AI INC,USD,2021Q3,2021Q2,1164.87,58.263,58.263,A,"C3.ai, Inc. operates as an enterprise artificial intelligence (AI) software company in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It offers software-as-a-service applications for enterprises.",45103010
37596,4/30/2019,2019,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2019Q1,2019Q1,,8.581,8.581,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,7/31/2019,2019,2,INDL,C,D,STD,S,SENTINELONE INC,USD,2019Q2,2019Q2,,10.551,10.551,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,10/31/2019,2019,3,INDL,C,D,STD,S,SENTINELONE INC,USD,2019Q3,2019Q3,,12.123,12.123,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,1/31/2020,2019,4,INDL,C,D,STD,S,SENTINELONE INC,USD,2019Q4,2019Q4,112.454,15.219,15.219,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,4/30/2020,2020,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2020Q1,2020Q1,,17.957,17.957,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,7/31/2020,2020,2,INDL,C,D,STD,S,SENTINELONE INC,USD,2020Q2,2020Q2,,20.674,20.674,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,10/31/2020,2020,3,INDL,C,D,STD,S,SENTINELONE INC,USD,2020Q3,2020Q3,,24.557,24.557,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,1/31/2021,2020,4,INDL,C,D,STD,S,SENTINELONE INC,USD,2020Q4,2020Q4,520.56,29.868,29.868,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,4/30/2021,2021,1,INDL,C,D,STD,S,SENTINELONE INC,USD,2021Q1,2021Q1,619.969,37.395,37.395,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37596,7/31/2021,2021,2,INDL,C,D,STD,S,SENTINELONE INC,USD,2021Q2,2021Q2,1976.564,45.75,45.75,A,"SentinelOne, Inc. operates as a cybersecurity provider in the United States.",45103020
37601,3/31/2019,2019,1,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2019Q1,2019Q1,,,,A,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China.",45103010
37601,6/30/2019,2019,2,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2019Q2,2019Q2,,9.357,9.357,A,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China.",45103010
37601,9/30/2019,2019,3,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2019Q3,2019Q3,,,,A,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China.",45103010
37601,12/31/2019,2019,4,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2019Q4,2019Q4,11.139,8.891,8.891,A,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China.",45103010
37601,3/31/2020,2020,1,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2020Q1,2020Q1,,,,A,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China.",45103010
37601,6/30/2020,2020,2,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2020Q2,2020Q2,12.013,6.233,6.233,A,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China.",45103010
37601,9/30/2020,2020,3,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2020Q3,2020Q3,,,,A,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China.",45103010
37601,12/31/2020,2020,4,INDL,C,D,STD,IFBD,INFOBIRD CO LTD,USD,2020Q4,2020Q4,15.955,8.3,8.3,A,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China.",45103010
37740,3/31/2021,2021,1,INDL,C,D,STD,BTRS,BTRS HOLDINGS INC,USD,2021Q1,2021Q1,422.197,41.936,41.936,A,"BTRS Holdings Inc. provides cloud-based software and integrated payment processing solutions that simplify and automate B2B commerce. It offers solutions that span credit decisioning and monitoring, online ordering, invoicing, cash application, and collections.",45103010
37740,6/30/2021,2021,2,INDL,C,D,STD,BTRS,BTRS HOLDINGS INC,USD,2021Q2,2021Q2,426.175,40.232,40.232,A,"BTRS Holdings Inc. provides cloud-based software and integrated payment processing solutions that simplify and automate B2B commerce. It offers solutions that span credit decisioning and monitoring, online ordering, invoicing, cash application, and collections.",45103010
37740,9/30/2021,2021,3,INDL,C,D,STD,BTRS,BTRS HOLDINGS INC,USD,2021Q3,2021Q3,423.046,41.357,41.357,A,"BTRS Holdings Inc. provides cloud-based software and integrated payment processing solutions that simplify and automate B2B commerce. It offers solutions that span credit decisioning and monitoring, online ordering, invoicing, cash application, and collections.",45103010
37781,3/31/2019,2019,1,INDL,C,D,STD,ALF,ALFI INC,USD,2019Q1,2019Q1,,,,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,6/30/2019,2019,2,INDL,C,D,STD,ALF,ALFI INC,USD,2019Q2,2019Q2,,,,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,9/30/2019,2019,3,INDL,C,D,STD,ALF,ALFI INC,USD,2019Q3,2019Q3,,,,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,12/31/2019,2019,4,INDL,C,D,STD,ALF,ALFI INC,USD,2019Q4,2019Q4,3.356,0,0,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,3/31/2020,2020,1,INDL,C,D,STD,ALF,ALFI INC,USD,2020Q1,2020Q1,,0,0,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,6/30/2020,2020,2,INDL,C,D,STD,ALF,ALFI INC,USD,2020Q2,2020Q2,,0,0,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,9/30/2020,2020,3,INDL,C,D,STD,ALF,ALFI INC,USD,2020Q3,2020Q3,,,,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,12/31/2020,2020,4,INDL,C,D,STD,ALF,ALFI INC,USD,2020Q4,2020Q4,7.453,0,0,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,3/31/2021,2021,1,INDL,C,D,STD,ALF,ALFI INC,USD,2021Q1,2021Q1,5.506,0.017,0.017,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37781,6/30/2021,2021,2,INDL,C,D,STD,ALF,ALFI INC,USD,2021Q2,2021Q2,27.3,0.001,0.001,A,"Alfi, Inc. provides interactive intelligent artificial intelligence and machine learning software solutions. Alfi, Inc. was formerly known as Lectrefy, Inc. and changed its name to Alfi, Inc. in January 2020. The company was founded in 2018 and is based in Miami Beach, Florida.",45103010
37787,3/31/2019,2019,1,INDL,C,D,STD,ONTF,ON24 INC,USD,2019Q1,2019Q1,,20.631,20.631,A,"ON24, Inc. provides a cloud-based digital experience platform that enables businesses to convert customer engagement into revenue through interactive webinar, virtual event, and multimedia content experiences worldwide.",45103010
37787,6/30/2019,2019,2,INDL,C,D,STD,ONTF,ON24 INC,USD,2019Q2,2019Q2,,22.395,22.395,A,"ON24, Inc. provides a cloud-based digital experience platform that enables businesses to convert customer engagement into revenue through interactive webinar, virtual event, and multimedia content experiences worldwide.",45103010
37787,9/30/2019,2019,3,INDL,C,D,STD,ONTF,ON24 INC,USD,2019Q3,2019Q3,,22.167,22.167,A,"ON24, Inc. provides a cloud-based digital experience platform that enables businesses to convert customer engagement into revenue through interactive webinar, virtual event, and multimedia content experiences worldwide.",45103010
37787,12/31/2019,2019,4,INDL,C,D,STD,ONTF,ON24 INC,USD,2019Q4,2019Q4,68.536,23.94,23.94,A,"ON24, Inc. provides a cloud-based digital experience platform that enables businesses to convert customer engagement into revenue through interactive webinar, virtual event, and multimedia content experiences worldwide.",45103010
